,time,triggername,triggers,node
1,2019-06-25 05:44:20,主机node_2 日志报错:无法获取连接,日志报错:无法获取连接,2
2,2019-06-25 05:44:21,主机node_57 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,57
3,2019-06-25 05:44:22,主机node_87 **application 停止运行,**application停止运行,87
4,2019-06-25 05:44:22,主机node_30 **** 请求延时大于5分钟,****请求延时大于5分钟,30
5,2019-06-25 05:44:25,主机node_86 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：368次（大于阈值：200次）,HTTP:http慢响应,86
6,2019-06-25 05:44:25,主机node_8 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：368次（大于阈值：200次）,HTTP:http慢响应,8
7,2019-06-25 05:44:25,主机node_39 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,39
8,2019-06-25 05:44:25,主机node_99 上I/O等待负载大于50%,I/O等待负载大于50%,99
9,2019-06-25 05:44:25,主机node_91 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,91
10,2019-06-25 05:44:25,主机node_18 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：368次（大于阈值：200次）,HTTP:http慢响应,18
11,2019-06-25 05:44:27,主机node_63 **application 停止运行,**application停止运行,63
12,2019-06-25 05:44:28,主机node_89 **application 停止运行,**application停止运行,89
13,2019-06-25 05:44:28,主机node_99 堆内存平均使用率：94.61%（大于阈值：90%）,堆内存平均使用率大于阈值,99
14,2019-06-25 05:44:29,主机node_36 空闲交换空间小于50%,空闲交换空间小于50%,36
15,2019-06-25 05:44:31,主机node_24 JBOSS 8080端口的连接数大于400,JBOSS8080端口的连接数大于400,24
16,2019-06-25 05:44:32,主机node_87 **application 停止运行,**application停止运行,87
17,2019-06-25 05:44:34,主机node_92 网卡eth0 发送流量持续10分钟平均值大于800M,网卡发送流量过高,92
18,2019-06-25 05:44:35,主机node_26 日志中有OutOfMemoryError信息,日志中有OutOfMemoryError信息,26
19,2019-06-25 05:44:39,主机node_58 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,58
20,2019-06-25 05:44:40,主机node_43 sdd IO使用率持续30分钟大于90%,磁盘I/O异常,43
21,2019-06-25 05:44:41,主机node_57 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,57
22,2019-06-25 05:44:41,主机node_91 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,91
23,2019-06-25 05:44:42,主机node_30 **** 请求延时大于5分钟,****请求延时大于5分钟,30
24,2019-06-25 05:44:44,主机node_88 网卡流量unknown,网卡流量unknown,88
25,2019-06-25 05:44:45,主机node_97 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,97
26,2019-06-25 05:44:47,主机node_63 **application 停止运行,**application停止运行,63
27,2019-06-25 05:44:47,主机node_50 sdd IO使用率持续30分钟大于90%,磁盘I/O异常,50
28,2019-06-25 05:44:49,主机node_41 端口8080通信异常,端口8080通信异常,41
29,2019-06-25 05:44:51,主机node_95 上I/O等待负载大于50%,I/O等待负载大于50%,95
30,2019-06-25 05:44:51,"主机node_84 空闲CPU为0.1%,持续15分钟小于10%",CPU利用率过高,84
31,2019-06-25 05:44:51,"主机node_10 空闲CPU为0.1%,持续15分钟小于10%",CPU利用率过高,10
32,2019-06-25 05:44:52,主机node_21 日志中有No route to host信息,日志中有Noroutetohost信息,21
33,2019-06-25 05:44:54,主机node_92 网卡eth0 发送流量持续10分钟平均值大于800M,网卡发送流量过高,92
34,2019-06-25 05:44:55,主机node_49 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,49
35,2019-06-25 05:44:57,主机node_63 **application 停止运行,**application停止运行,63
36,2019-06-25 05:44:57,主机node_50 sdd IO使用率持续30分钟大于90%,磁盘I/O异常,50
37,2019-06-25 05:45:01,主机node_57 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,57
38,2019-06-25 05:45:04,"主机node_46 ping丢包率100%,服务器宕机","ping丢包率100%,服务器宕机",46
39,2019-06-25 05:45:05,主机node_8 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：368次（大于阈值：200次）,HTTP:http慢响应,8
40,2019-06-25 05:45:05,主机node_99 上I/O等待负载大于50%,I/O等待负载大于50%,99
41,2019-06-25 05:45:05,主机node_91 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,91
42,2019-06-25 05:45:05,主机node_86 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：368次（大于阈值：200次）,HTTP:http慢响应,86
43,2019-06-25 05:45:05,主机node_39 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,39
44,2019-06-25 05:45:05,主机node_18 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：368次（大于阈值：200次）,HTTP:http慢响应,18
45,2019-06-25 05:45:06,主机node_3 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,3
46,2019-06-25 05:45:09,主机node_36 空闲交换空间小于50%,空闲交换空间小于50%,36
47,2019-06-25 05:45:09,主机node_41 端口8080通信异常,端口8080通信异常,41
48,2019-06-25 05:45:11,"主机node_10 空闲CPU为0.1%,持续15分钟小于10%",CPU利用率过高,10
49,2019-06-25 05:45:11,主机node_95 上I/O等待负载大于50%,I/O等待负载大于50%,95
50,2019-06-25 05:45:11,"主机node_84 空闲CPU为0.1%,持续15分钟小于10%",CPU利用率过高,84
51,2019-06-25 05:45:12,主机node_18 FullGC次数：32次（大于阈值：10次）,FullGC次数异常,18
52,2019-06-25 05:45:12,主机node_9 日志中有No route to host信息,日志中有Noroutetohost信息,9
53,2019-06-25 05:45:13,主机node_71 日志产生ERROR信息,日志产生ERROR信息,71
54,2019-06-25 05:45:15,主机node_39 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,39
55,2019-06-25 05:45:15,主机node_91 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,91
56,2019-06-25 05:45:15,主机node_86 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：368次（大于阈值：200次）,HTTP:http慢响应,86
57,2019-06-25 05:45:15,主机node_74 网卡eth0 发送流量持续10分钟平均值大于800M,网卡发送流量过高,74
58,2019-06-25 05:45:15,主机node_99 上I/O等待负载大于50%,I/O等待负载大于50%,99
59,2019-06-25 05:45:15,主机node_8 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：368次（大于阈值：200次）,HTTP:http慢响应,8
60,2019-06-25 05:45:15,主机node_18 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：368次（大于阈值：200次）,HTTP:http慢响应,18
61,2019-06-25 05:45:17,主机node_63 **application 停止运行,**application停止运行,63
62,2019-06-25 05:45:19,主机node_41 端口8080通信异常,端口8080通信异常,41
63,2019-06-25 05:45:19,主机node_58 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,58
64,2019-06-25 05:45:20,主机node_43 sdd IO使用率持续30分钟大于90%,磁盘I/O异常,43
65,2019-06-25 05:45:20,主机node_31 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,31
66,2019-06-25 05:45:21,主机node_57 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,57
67,2019-06-25 05:45:21,主机node_95 上I/O等待负载大于50%,I/O等待负载大于50%,95
68,2019-06-25 05:45:21,"主机node_84 空闲CPU为0.1%,持续15分钟小于10%",CPU利用率过高,84
69,2019-06-25 05:45:21,"主机node_10 空闲CPU为0.1%,持续15分钟小于10%",CPU利用率过高,10
70,2019-06-25 05:45:25,主机node_8 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：368次（大于阈值：200次）,HTTP:http慢响应,8
71,2019-06-25 05:45:25,主机node_86 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：368次（大于阈值：200次）,HTTP:http慢响应,86
72,2019-06-25 05:45:25,主机node_99 上I/O等待负载大于50%,I/O等待负载大于50%,99
73,2019-06-25 05:45:25,主机node_91 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,91
74,2019-06-25 05:45:25,主机node_39 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,39
75,2019-06-25 05:45:25,主机node_18 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：368次（大于阈值：200次）,HTTP:http慢响应,18
76,2019-06-25 05:45:30,主机node_31 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,31
77,2019-06-25 05:45:30,"主机node_37 空闲CPU为1.52%,持续15分钟小于10%",CPU利用率过高,37
78,2019-06-25 05:45:32,主机node_30 **** 请求延时大于5分钟,****请求延时大于5分钟,30
79,2019-06-25 05:45:34,主机node_88 网卡流量unknown,网卡流量unknown,88
80,2019-06-25 05:45:35,主机node_97 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,97
81,2019-06-25 05:45:37,主机node_59 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,59
82,2019-06-25 05:45:37,主机node_50 sdd IO使用率持续30分钟大于90%,磁盘I/O异常,50
