,time,triggername,triggers,node
1,2019-06-24 11:24:43,主机node_74 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,74
2,2019-06-24 11:24:45,主机node_15 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,15
3,2019-06-24 11:24:46,主机node_60 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,60
4,2019-06-24 11:24:48,主机node_38 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,38
5,2019-06-24 11:24:48,主机node_42 url:http://node_42:80//访问失败,url80//访问失败,42
6,2019-06-24 11:24:50,主机node_41 上I/O等待负载大于50%,I/O等待负载大于50%,41
7,2019-06-24 11:24:50,主机node_43 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：202次（大于阈值：200次）,HTTP:http慢响应,43
8,2019-06-24 11:24:51,主机node_93 FullGC平均耗时：2118ms（大于阈值：1000ms）,FullGC平均耗时异常,93
9,2019-06-24 11:24:51,主机node_66 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,66
10,2019-06-24 11:24:53,主机node_37 日志中有No route to host信息,日志中有Noroutetohost信息,37
11,2019-06-24 11:24:55,主机node_15 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,15
12,2019-06-24 11:24:55,主机node_1 空闲交换空间小于50%,空闲交换空间小于50%,1
13,2019-06-24 11:24:56,主机node_59 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,59
14,2019-06-24 11:24:57,主机node_25 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,25
15,2019-06-24 11:24:57,主机node_87 日志中有OutOfMemoryError信息,日志中有OutOfMemoryError信息,87
16,2019-06-24 11:24:58,主机node_42 url:http://node_42:80//访问失败,url80//访问失败,42
17,2019-06-24 11:25:00,主机node_41 上I/O等待负载大于50%,I/O等待负载大于50%,41
18,2019-06-24 11:25:00,主机node_43 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：202次（大于阈值：200次）,HTTP:http慢响应,43
19,2019-06-24 11:25:01,主机node_66 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,66
20,2019-06-24 11:25:02,主机node_54 日志中有No route to host信息,日志中有Noroutetohost信息,54
21,2019-06-24 11:25:03,主机node_37 日志中有No route to host信息,日志中有Noroutetohost信息,37
22,2019-06-24 11:25:05,主机node_83 上I/O等待负载大于50%,I/O等待负载大于50%,83
23,2019-06-24 11:25:05,主机node_1 空闲交换空间小于50%,空闲交换空间小于50%,1
24,2019-06-24 11:25:05,主机node_15 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,15
25,2019-06-24 11:25:05,主机node_8 上I/O等待负载大于50%,I/O等待负载大于50%,8
26,2019-06-24 11:25:05,主机node_69 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,69
27,2019-06-24 11:25:06,"主机node_49 空闲CPU为1.12%,持续15分钟小于10%",CPU利用率过高,49
28,2019-06-24 11:25:06,主机node_59 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,59
29,2019-06-24 11:25:06,主机node_10 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,10
30,2019-06-24 11:25:06,主机node_95 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：202次（大于阈值：200次）,HTTP:http慢响应,95
31,2019-06-24 11:25:08,主机node_38 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,38
32,2019-06-24 11:25:10,主机node_43 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：202次（大于阈值：200次）,HTTP:http慢响应,43
33,2019-06-24 11:25:10,主机node_41 上I/O等待负载大于50%,I/O等待负载大于50%,41
34,2019-06-24 11:25:11,主机node_34 堆内存平均使用率：94.61%（大于阈值：90%）,堆内存平均使用率大于阈值,34
35,2019-06-24 11:25:12,主机node_13 日志报错:无法获取连接,日志报错:无法获取连接,13
36,2019-06-24 11:25:13,主机node_3 url:http://node_3:8080访问失败,url8080访问失败,3
37,2019-06-24 11:25:16,主机node_63 ping丢包率当前值为25%，持续2分钟平均大于20%,ping丢包率当前值为25%，持续2分钟平均大于20%,63
38,2019-06-24 11:25:17,主机node_87 日志中有OutOfMemoryError信息,日志中有OutOfMemoryError信息,87
39,2019-06-24 11:25:21,主机node_95 sdd IO使用率持续30分钟大于90%,磁盘I/O异常,95
40,2019-06-24 11:25:22,主机node_64 日志报错:无法获取连接,日志报错:无法获取连接,64
41,2019-06-24 11:25:22,主机node_16 端口80通信异常,端口80通信异常,16
42,2019-06-24 11:25:23,主机node_41 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,41
43,2019-06-24 11:25:24,主机node_30 日志中有OutOfMemoryError信息,日志中有OutOfMemoryError信息,30
44,2019-06-24 11:25:25,主机node_15 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,15
45,2019-06-24 11:25:26,主机node_59 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,59
46,2019-06-24 11:25:27,主机node_87 日志中有OutOfMemoryError信息,日志中有OutOfMemoryError信息,87
47,2019-06-24 11:25:30,主机node_41 上I/O等待负载大于50%,I/O等待负载大于50%,41
48,2019-06-24 11:25:30,主机node_43 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：202次（大于阈值：200次）,HTTP:http慢响应,43
49,2019-06-24 11:25:33,主机node_37 日志中有No route to host信息,日志中有Noroutetohost信息,37
50,2019-06-24 11:25:33,主机node_88 端口80通信异常,端口80通信异常,88
51,2019-06-24 11:25:35,主机node_1 空闲交换空间小于50%,空闲交换空间小于50%,1
52,2019-06-24 11:25:36,主机node_90 端口80通信异常,端口80通信异常,90
