,time,triggername,triggers,node
1,2019-06-27 06:00:11,主机node_58 **** 请求延时大于5分钟,****请求延时大于5分钟,58
2,2019-06-27 06:00:11,主机node_59 url:http://node_59:80//访问失败,url80//访问失败,59
3,2019-06-27 06:00:11,主机node_65 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,HTTP:http慢响应,65
4,2019-06-27 06:00:13,主机node_86 ping丢包率当前值为25%，持续2分钟平均大于20%,ping丢包率当前值为25%，持续2分钟平均大于20%,86
5,2019-06-27 06:00:17,主机node_55 url:http://node_55:80//访问失败,url80//访问失败,55
6,2019-06-27 06:00:18,主机node_0 url:http://node_0:80//访问失败,url80//访问失败,0
7,2019-06-27 06:00:21,主机node_79 空闲交换空间小于50%,空闲交换空间小于50%,79
8,2019-06-27 06:00:21,主机node_65 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,HTTP:http慢响应,65
9,2019-06-27 06:00:21,主机node_96 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,96
10,2019-06-27 06:00:22,主机node_82 网卡eth0 发送流量持续10分钟平均值大于800M,网卡发送流量过高,82
11,2019-06-27 06:00:22,主机node_84 日志产生ERROR信息,日志产生ERROR信息,84
12,2019-06-27 06:00:22,主机node_19 sdd IO使用率持续30分钟大于90%,磁盘I/O异常,19
13,2019-06-27 06:00:23,主机node_87 日志产生ERROR信息,日志产生ERROR信息,87
14,2019-06-27 06:00:23,主机node_45 日志中有OutOfMemoryError信息,日志中有OutOfMemoryError信息,45
15,2019-06-27 06:00:23,主机node_8 FullGC平均耗时：2118ms（大于阈值：1000ms）,FullGC平均耗时异常,8
16,2019-06-27 06:00:23,主机node_86 ping丢包率当前值为25%，持续2分钟平均大于20%,ping丢包率当前值为25%，持续2分钟平均大于20%,86
17,2019-06-27 06:00:23,主机node_5 url:http://node_5:8080访问失败,url8080访问失败,5
18,2019-06-27 06:00:23,主机node_81 网卡流量unknown,网卡流量unknown,81
19,2019-06-27 06:00:24,主机node_24 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,24
20,2019-06-27 06:00:25,主机node_76 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,76
21,2019-06-27 06:00:28,主机node_31 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,31
22,2019-06-27 06:00:30,主机node_94 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,94
23,2019-06-27 06:00:30,主机node_73 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,73
24,2019-06-27 06:00:31,主机node_59 url:http://node_59:80//访问失败,url80//访问失败,59
25,2019-06-27 06:00:31,主机node_79 空闲交换空间小于50%,空闲交换空间小于50%,79
26,2019-06-27 06:00:32,主机node_82 网卡eth0 发送流量持续10分钟平均值大于800M,网卡发送流量过高,82
27,2019-06-27 06:00:32,主机node_19 sdd IO使用率持续30分钟大于90%,磁盘I/O异常,19
28,2019-06-27 06:00:33,主机node_8 FullGC平均耗时：2118ms（大于阈值：1000ms）,FullGC平均耗时异常,8
29,2019-06-27 06:00:33,主机node_87 日志产生ERROR信息,日志产生ERROR信息,87
30,2019-06-27 06:00:36,主机node_52 网卡eth0 发送流量持续10分钟平均值大于800M,网卡发送流量过高,52
31,2019-06-27 06:00:36,主机node_91 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,91
32,2019-06-27 06:00:38,主机node_42 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,42
