,time,triggername,triggers,node
1,2019-06-18 22:41:51,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,86
2,2019-06-18 22:41:55,主机node_70 **** 请求延时大于5分钟,****请求延时大于5分钟,70
3,2019-06-18 22:41:59,主机node_97 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,97
4,2019-06-18 22:42:00,主机node_29 空闲交换空间小于50%,空闲交换空间小于50%,29
5,2019-06-18 22:42:01,主机node_51 url:http://node_51:80//访问失败,url80//访问失败,51
6,2019-06-18 22:42:05,主机node_93 日志中有OutOfMemoryError信息,日志中有OutOfMemoryError信息,93
7,2019-06-18 22:42:09,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,54
8,2019-06-18 22:42:10,主机node_29 空闲交换空间小于50%,空闲交换空间小于50%,29
9,2019-06-18 22:42:11,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,86
10,2019-06-18 22:42:14,主机node_8 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,HTTP:http慢响应,8
11,2019-06-18 22:42:14,"主机node_47 空闲CPU为1.52%,持续15分钟小于10%",CPU利用率过高,47
12,2019-06-18 22:42:17,主机node_43 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,43
13,2019-06-18 22:42:18,主机node_92 ping丢包率当前值为25%，持续2分钟平均大于20%,ping丢包率当前值为25%，持续2分钟平均大于20%,92
14,2019-06-18 22:42:18,主机node_94 上I/O等待负载大于50%,I/O等待负载大于50%,94
15,2019-06-18 22:42:19,主机node_97 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,97
16,2019-06-18 22:42:20,主机node_90 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,90
17,2019-06-18 22:42:21,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,86
18,2019-06-18 22:42:22,主机node_55 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,55
19,2019-06-18 22:42:28,主机node_94 上I/O等待负载大于50%,I/O等待负载大于50%,94
20,2019-06-18 22:42:29,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,54
21,2019-06-18 22:42:29,主机node_97 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,97
22,2019-06-18 22:42:31,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,86
23,2019-06-18 22:42:33,主机node_12 日志产生ERROR信息,日志产生ERROR信息,12
24,2019-06-18 22:42:34,"主机node_47 空闲CPU为1.52%,持续15分钟小于10%",CPU利用率过高,47
25,2019-06-18 22:42:38,主机node_31 网卡流量unknown,网卡流量unknown,31
26,2019-06-18 22:42:43,主机node_12 日志产生ERROR信息,日志产生ERROR信息,12
27,2019-06-18 22:42:49,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,54
28,2019-06-18 22:42:51,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,86
29,2019-06-18 22:42:52,主机node_55 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,55
30,2019-06-18 22:42:55,主机node_93 日志中有OutOfMemoryError信息,日志中有OutOfMemoryError信息,93
31,2019-06-18 22:42:58,主机node_94 上I/O等待负载大于50%,I/O等待负载大于50%,94
32,2019-06-18 22:42:59,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,54
33,2019-06-18 22:43:00,"主机node_79 空闲CPU为1.52%,持续15分钟小于10%",CPU利用率过高,79
34,2019-06-18 22:43:02,主机node_55 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,55
35,2019-06-18 22:43:04,主机node_8 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,HTTP:http慢响应,8
36,2019-06-18 22:43:07,主机node_43 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,43
37,2019-06-18 22:43:09,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,54
38,2019-06-18 22:43:10,主机node_90 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,90
39,2019-06-18 22:43:10,主机node_11 日志产生ERROR信息,日志产生ERROR信息,11
40,2019-06-18 22:43:19,主机node_97 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,97
41,2019-06-18 22:43:20,主机node_11 日志产生ERROR信息,日志产生ERROR信息,11
42,2019-06-18 22:43:20,主机node_90 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,90
43,2019-06-18 22:43:20,主机node_10 **** 请求延时大于5分钟,****请求延时大于5分钟,10
44,2019-06-18 22:43:21,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,86
45,2019-06-18 22:43:21,主机node_51 url:http://node_51:80//访问失败,url80//访问失败,51
46,2019-06-18 22:43:23,主机node_12 日志产生ERROR信息,日志产生ERROR信息,12
47,2019-06-18 22:43:27,主机node_43 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,43
48,2019-06-18 22:43:28,主机node_94 上I/O等待负载大于50%,I/O等待负载大于50%,94
49,2019-06-18 22:43:29,主机node_97 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,97
50,2019-06-18 22:43:29,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,54
51,2019-06-18 22:43:30,主机node_11 日志产生ERROR信息,日志产生ERROR信息,11
52,2019-06-18 22:43:30,主机node_29 空闲交换空间小于50%,空闲交换空间小于50%,29
53,2019-06-18 22:43:31,主机node_86 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,86
54,2019-06-18 22:43:38,主机node_94 上I/O等待负载大于50%,I/O等待负载大于50%,94
55,2019-06-18 22:43:39,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,54
56,2019-06-18 22:43:40,主机node_29 空闲交换空间小于50%,空闲交换空间小于50%,29
57,2019-06-18 22:43:43,主机node_12 日志产生ERROR信息,日志产生ERROR信息,12
58,2019-06-18 22:43:44,"主机node_47 空闲CPU为1.52%,持续15分钟小于10%",CPU利用率过高,47
59,2019-06-18 22:43:46,主机node_22 网卡eth0 发送流量持续10分钟平均值大于800M,网卡发送流量过高,22
60,2019-06-18 22:43:48,主机node_94 上I/O等待负载大于50%,I/O等待负载大于50%,94
61,2019-06-18 22:43:49,主机node_61 ping丢包率当前值为25%，持续2分钟平均大于20%,ping丢包率当前值为25%，持续2分钟平均大于20%,61
62,2019-06-18 22:43:49,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,54
63,2019-06-18 22:43:50,主机node_10 **** 请求延时大于5分钟,****请求延时大于5分钟,10
