,time,triggername,triggers,node
1,2019-06-06 18:30:27,主机node_73 日志中有OutOfMemoryError信息,日志中有OutOfMemoryError信息,73
2,2019-06-06 18:30:28,主机node_15 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,HTTP:http慢响应,15
3,2019-06-06 18:30:28,主机node_48 sdd IO使用率持续30分钟大于90%,磁盘I/O异常,48
4,2019-06-06 18:30:28,主机node_17 日志中有OutOfMemoryError信息,日志中有OutOfMemoryError信息,17
5,2019-06-06 18:30:28,主机node_82 JBOSS 8080端口的连接数大于400,JBOSS8080端口的连接数大于400,82
6,2019-06-06 18:30:29,主机node_77 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,77
7,2019-06-06 18:30:30,主机node_5 **** 请求延时大于5分钟,****请求延时大于5分钟,5
8,2019-06-06 18:30:31,主机node_32 FullGC平均耗时：2118ms（大于阈值：1000ms）,FullGC平均耗时异常,32
9,2019-06-06 18:30:31,主机node_89 url:http://node_89:8080访问失败,url8080访问失败,89
10,2019-06-06 18:30:32,主机node_34 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,34
11,2019-06-06 18:30:32,主机node_72 上I/O等待负载大于50%,I/O等待负载大于50%,72
12,2019-06-06 18:30:32,主机node_81 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,81
13,2019-06-06 18:30:32,主机node_45 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,45
14,2019-06-06 18:30:32,主机node_36 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,36
15,2019-06-06 18:30:33,主机node_97 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,97
16,2019-06-06 18:30:33,"主机node_51 空闲CPU为1.52%,持续15分钟小于10%",CPU利用率过高,51
17,2019-06-06 18:30:34,主机node_83 **** 请求延时大于5分钟,****请求延时大于5分钟,83
18,2019-06-06 18:30:35,主机node_37 日志产生ERROR信息,日志产生ERROR信息,37
19,2019-06-06 18:30:37,主机node_34 空闲交换空间小于50%,空闲交换空间小于50%,34
20,2019-06-06 18:30:39,主机node_9 sdb IO使用率持续30分钟大于90%,磁盘I/O异常,9
21,2019-06-06 18:30:39,主机node_69 上I/O等待负载大于50%,I/O等待负载大于50%,69
22,2019-06-06 18:30:39,主机node_27 日志产生ERROR信息,日志产生ERROR信息,27
23,2019-06-06 18:30:40,主机node_96 **application 停止运行,**application停止运行,96
24,2019-06-06 18:30:40,主机node_7 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,7
25,2019-06-06 18:30:40,主机node_75 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,75
26,2019-06-06 18:30:40,主机node_78 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,78
27,2019-06-06 18:30:41,主机node_6 url:http://node_6:8080访问失败,url8080访问失败,6
28,2019-06-06 18:30:43,主机node_85 **** 请求延时大于5分钟,****请求延时大于5分钟,85
29,2019-06-06 18:30:44,主机node_46 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,46
30,2019-06-06 18:30:47,主机node_50 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,50
31,2019-06-06 18:30:50,主机node_75 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,75
32,2019-06-06 18:30:53,主机node_19 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,19
33,2019-06-06 18:30:53,主机node_97 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,97
34,2019-06-06 18:30:53,主机node_85 **** 请求延时大于5分钟,****请求延时大于5分钟,85
35,2019-06-06 18:30:54,主机node_42 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,42
36,2019-06-06 18:30:56,主机node_53 日志产生ERROR信息,日志产生ERROR信息,53
37,2019-06-06 18:30:58,主机node_82 JBOSS 8080端口的连接数大于400,JBOSS8080端口的连接数大于400,82
38,2019-06-06 18:31:00,主机node_78 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,78
39,2019-06-06 18:31:00,主机node_75 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,75
40,2019-06-06 18:31:01,主机node_6 url:http://node_6:8080访问失败,url8080访问失败,6
41,2019-06-06 18:31:01,主机node_89 url:http://node_89:8080访问失败,url8080访问失败,89
42,2019-06-06 18:31:02,主机node_72 上I/O等待负载大于50%,I/O等待负载大于50%,72
43,2019-06-06 18:31:02,主机node_81 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,81
44,2019-06-06 18:31:02,主机node_34 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,34
45,2019-06-06 18:31:02,主机node_36 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,36
46,2019-06-06 18:31:04,主机node_46 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,46
47,2019-06-06 18:31:05,主机node_37 日志产生ERROR信息,日志产生ERROR信息,37
48,2019-06-06 18:31:05,主机node_76 FullGC次数：32次（大于阈值：10次）,FullGC次数异常,76
49,2019-06-06 18:31:05,主机node_52 sdd IO使用率持续30分钟大于90%,磁盘I/O异常,52
50,2019-06-06 18:31:07,主机node_34 空闲交换空间小于50%,空闲交换空间小于50%,34
51,2019-06-06 18:31:08,主机node_26 端口6060通信异常,端口6060通信异常,26
52,2019-06-06 18:31:09,主机node_9 sdb IO使用率持续30分钟大于90%,磁盘I/O异常,9
53,2019-06-06 18:31:09,主机node_77 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,77
