,time,triggername,triggers,node
1,2019-06-23 09:23:00,主机node_59 网卡流量unknown,网卡流量unknown,59
2,2019-06-23 09:23:01,主机node_27 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,27
3,2019-06-23 09:23:01,主机node_40 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,40
4,2019-06-23 09:23:02,主机node_89 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,89
5,2019-06-23 09:23:02,主机node_84 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,84
6,2019-06-23 09:23:03,主机node_90 上I/O等待负载大于50%,I/O等待负载大于50%,90
7,2019-06-23 09:23:03,主机node_48 空闲交换空间小于50%,空闲交换空间小于50%,48
8,2019-06-23 09:23:05,主机node_95 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,95
9,2019-06-23 09:23:06,主机node_7 **** 请求延时大于5分钟,****请求延时大于5分钟,7
10,2019-06-23 09:23:09,主机node_75 **** 请求延时大于5分钟,****请求延时大于5分钟,75
11,2019-06-23 09:23:10,主机node_46 FullGC次数：32次（大于阈值：10次）,FullGC次数异常,46
12,2019-06-23 09:23:11,主机node_27 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,27
13,2019-06-23 09:23:11,"主机node_80 ping丢包率100%,服务器宕机","ping丢包率100%,服务器宕机",80
14,2019-06-23 09:23:12,主机node_5 **application 停止运行,**application停止运行,5
15,2019-06-23 09:23:12,主机node_78 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,78
16,2019-06-23 09:23:12,主机node_84 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,84
17,2019-06-23 09:23:13,主机node_90 上I/O等待负载大于50%,I/O等待负载大于50%,90
18,2019-06-23 09:23:13,主机node_11 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,11
19,2019-06-23 09:23:13,主机node_85 url:http://node_85:8080访问失败,url8080访问失败,85
20,2019-06-23 09:23:15,主机node_18 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,18
21,2019-06-23 09:23:16,主机node_31 日志报错:无法获取连接,日志报错:无法获取连接,31
22,2019-06-23 09:23:16,主机node_7 **** 请求延时大于5分钟,****请求延时大于5分钟,7
23,2019-06-23 09:23:19,主机node_91 网卡流量unknown,网卡流量unknown,91
24,2019-06-23 09:23:19,主机node_4 空闲交换空间小于50%,空闲交换空间小于50%,4
25,2019-06-23 09:23:22,主机node_84 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,84
26,2019-06-23 09:23:22,主机node_89 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,89
27,2019-06-23 09:23:22,主机node_19 端口80通信异常,端口80通信异常,19
28,2019-06-23 09:23:23,主机node_11 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,11
29,2019-06-23 09:23:25,主机node_22 FullGC次数：32次（大于阈值：10次）,FullGC次数异常,22
30,2019-06-23 09:23:26,主机node_7 **** 请求延时大于5分钟,****请求延时大于5分钟,7
31,2019-06-23 09:23:28,主机node_68 FullGC次数：23次（大于阈值：10次）,FullGC次数异常,68
32,2019-06-23 09:23:29,主机node_35 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,35
33,2019-06-23 09:23:29,主机node_75 **** 请求延时大于5分钟,****请求延时大于5分钟,75
34,2019-06-23 09:23:32,主机node_89 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,89
35,2019-06-23 09:23:32,主机node_78 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,78
36,2019-06-23 09:23:32,主机node_65 网卡eth0 发送流量持续10分钟平均值大于800M,网卡发送流量过高,65
37,2019-06-23 09:23:33,主机node_11 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,11
38,2019-06-23 09:23:33,主机node_90 上I/O等待负载大于50%,I/O等待负载大于50%,90
39,2019-06-23 09:23:35,主机node_58 空闲交换空间小于50%,空闲交换空间小于50%,58
40,2019-06-23 09:23:35,主机node_18 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,18
41,2019-06-23 09:23:37,主机node_28 日志产生ERROR信息,日志产生ERROR信息,28
42,2019-06-23 09:23:38,主机node_64 **application 停止运行,**application停止运行,64
43,2019-06-23 09:23:38,主机node_68 FullGC次数：23次（大于阈值：10次）,FullGC次数异常,68
44,2019-06-23 09:23:39,主机node_35 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,35
45,2019-06-23 09:23:41,主机node_27 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,27
46,2019-06-23 09:23:42,主机node_78 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,78
47,2019-06-23 09:23:42,主机node_98 日志产生ERROR信息,日志产生ERROR信息,98
48,2019-06-23 09:23:42,主机node_19 端口80通信异常,端口80通信异常,19
49,2019-06-23 09:23:45,主机node_3 **** 请求延时大于5分钟,****请求延时大于5分钟,3
50,2019-06-23 09:23:45,主机node_95 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,95
51,2019-06-23 09:23:45,主机node_53 端口80通信异常,端口80通信异常,53
52,2019-06-23 09:23:46,主机node_31 日志报错:无法获取连接,日志报错:无法获取连接,31
53,2019-06-23 09:23:49,主机node_57 ping丢包率当前值为25%，持续2分钟平均大于20%,ping丢包率当前值为25%，持续2分钟平均大于20%,57
54,2019-06-23 09:23:49,主机node_94 日志产生ERROR信息,日志产生ERROR信息,94
55,2019-06-23 09:23:50,主机node_77 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,77
56,2019-06-23 09:23:50,主机node_46 FullGC次数：32次（大于阈值：10次）,FullGC次数异常,46
57,2019-06-23 09:23:51,主机node_27 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,27
58,2019-06-23 09:23:52,主机node_42 sdd IO使用率持续30分钟大于90%,磁盘I/O异常,42
59,2019-06-23 09:23:52,主机node_89 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,89
60,2019-06-23 09:23:52,主机node_65 网卡eth0 发送流量持续10分钟平均值大于800M,网卡发送流量过高,65
61,2019-06-23 09:23:52,主机node_55 端口6060通信异常,端口6060通信异常,55
62,2019-06-23 09:23:52,主机node_84 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,84
63,2019-06-23 09:23:53,主机node_11 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,11
64,2019-06-23 09:23:55,主机node_95 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,95
65,2019-06-23 09:23:57,主机node_23 端口80通信异常,端口80通信异常,23
66,2019-06-23 09:23:58,主机node_68 FullGC次数：23次（大于阈值：10次）,FullGC次数异常,68
67,2019-06-23 09:23:59,主机node_4 空闲交换空间小于50%,空闲交换空间小于50%,4
68,2019-06-23 09:23:59,主机node_91 网卡流量unknown,网卡流量unknown,91
69,2019-06-23 09:24:00,主机node_59 网卡流量unknown,网卡流量unknown,59
70,2019-06-23 09:24:01,主机node_86 url:http://node_86:80//访问失败,url80//访问失败,86
71,2019-06-23 09:24:02,主机node_78 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,78
72,2019-06-23 09:24:03,主机node_70 url:http://node_70:8080访问失败,url8080访问失败,70
73,2019-06-23 09:24:05,主机node_95 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,95
74,2019-06-23 09:24:08,主机node_68 FullGC次数：23次（大于阈值：10次）,FullGC次数异常,68
75,2019-06-23 09:24:09,主机node_94 日志产生ERROR信息,日志产生ERROR信息,94
76,2019-06-23 09:24:09,主机node_26 日志中有OutOfMemoryError信息,日志中有OutOfMemoryError信息,26
77,2019-06-23 09:24:09,主机node_75 **** 请求延时大于5分钟,****请求延时大于5分钟,75
78,2019-06-23 09:24:11,主机node_27 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,27
79,2019-06-23 09:24:12,主机node_65 网卡eth0 发送流量持续10分钟平均值大于800M,网卡发送流量过高,65
80,2019-06-23 09:24:12,主机node_89 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,89
81,2019-06-23 09:24:12,主机node_5 **application 停止运行,**application停止运行,5
82,2019-06-23 09:24:13,主机node_11 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,11
83,2019-06-23 09:24:15,主机node_22 FullGC次数：32次（大于阈值：10次）,FullGC次数异常,22
84,2019-06-23 09:24:15,主机node_18 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,18
85,2019-06-23 09:24:16,主机node_7 **** 请求延时大于5分钟,****请求延时大于5分钟,7
86,2019-06-23 09:24:17,主机node_28 日志产生ERROR信息,日志产生ERROR信息,28
87,2019-06-23 09:24:18,主机node_68 FullGC次数：23次（大于阈值：10次）,FullGC次数异常,68
88,2019-06-23 09:24:21,主机node_40 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,40
89,2019-06-23 09:24:21,主机node_27 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,27
90,2019-06-23 09:24:22,主机node_55 端口6060通信异常,端口6060通信异常,55
91,2019-06-23 09:24:22,主机node_84 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,84
92,2019-06-23 09:24:23,主机node_70 url:http://node_70:8080访问失败,url8080访问失败,70
93,2019-06-23 09:24:23,主机node_11 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,11
94,2019-06-23 09:24:25,主机node_18 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,18
95,2019-06-23 09:24:25,主机node_95 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,95
96,2019-06-23 09:24:27,主机node_28 日志产生ERROR信息,日志产生ERROR信息,28
97,2019-06-23 09:24:32,主机node_89 堆内存平均使用率：92.69%（大于阈值：90%）,堆内存平均使用率大于阈值,89
98,2019-06-23 09:24:32,主机node_78 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,78
99,2019-06-23 09:24:33,主机node_70 url:http://node_70:8080访问失败,url8080访问失败,70
100,2019-06-23 09:24:33,主机node_85 url:http://node_85:8080访问失败,url8080访问失败,85
101,2019-06-23 09:24:35,主机node_95 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,95
102,2019-06-23 09:24:36,主机node_31 日志报错:无法获取连接,日志报错:无法获取连接,31
103,2019-06-23 09:24:38,主机node_64 **application 停止运行,**application停止运行,64
