,time,triggername,triggers,node
1,2019-06-03 15:36:26,主机node_81 JBOSS 8080端口的连接数大于400,JBOSS8080端口的连接数大于400,81
2,2019-06-03 15:36:27,主机node_43 sdd IO使用率持续30分钟大于90%,磁盘I/O异常,43
3,2019-06-03 15:36:27,主机node_16 **application 停止运行,**application停止运行,16
4,2019-06-03 15:36:28,主机node_50 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,50
5,2019-06-03 15:36:30,主机node_71 堆内存平均使用率：94.61%（大于阈值：90%）,堆内存平均使用率大于阈值,71
6,2019-06-03 15:36:31,主机node_99 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,99
7,2019-06-03 15:36:32,主机node_20 堆内存平均使用率：94.61%（大于阈值：90%）,堆内存平均使用率大于阈值,20
8,2019-06-03 15:36:33,主机node_69 网卡eth0 发送流量持续10分钟平均值大于800M,网卡发送流量过高,69
9,2019-06-03 15:36:33,主机node_29 **** 请求延时大于5分钟,****请求延时大于5分钟,29
10,2019-06-03 15:36:33,主机node_55 日志产生ERROR信息,日志产生ERROR信息,55
11,2019-06-03 15:36:34,主机node_67 FullGC次数：23次（大于阈值：10次）,FullGC次数异常,67
12,2019-06-03 15:36:35,主机node_94 上I/O等待负载大于50%,I/O等待负载大于50%,94
13,2019-06-03 15:36:35,主机node_39 网卡eth0 发送流量持续10分钟平均值大于800M,网卡发送流量过高,39
14,2019-06-03 15:36:37,主机node_8 网卡流量unknown,网卡流量unknown,8
15,2019-06-03 15:36:38,主机node_88 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,88
16,2019-06-03 15:36:39,主机node_82 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,82
17,2019-06-03 15:36:39,主机node_33 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,33
18,2019-06-03 15:36:39,主机node_22 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,22
19,2019-06-03 15:36:43,主机node_55 日志产生ERROR信息,日志产生ERROR信息,55
20,2019-06-03 15:36:43,主机node_69 网卡eth0 发送流量持续10分钟平均值大于800M,网卡发送流量过高,69
21,2019-06-03 15:36:43,主机node_90 日志报错:无法获取连接,日志报错:无法获取连接,90
22,2019-06-03 15:36:43,主机node_29 **** 请求延时大于5分钟,****请求延时大于5分钟,29
23,2019-06-03 15:36:44,主机node_67 FullGC次数：23次（大于阈值：10次）,FullGC次数异常,67
24,2019-06-03 15:36:45,主机node_39 网卡eth0 发送流量持续10分钟平均值大于800M,网卡发送流量过高,39
25,2019-06-03 15:36:46,主机node_61 日志报错:无法获取连接,日志报错:无法获取连接,61
26,2019-06-03 15:36:47,主机node_17 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,17
27,2019-06-03 15:36:47,主机node_95 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,95
28,2019-06-03 15:36:47,主机node_8 网卡流量unknown,网卡流量unknown,8
29,2019-06-03 15:36:48,主机node_1 空闲交换空间小于50%,空闲交换空间小于50%,1
30,2019-06-03 15:36:48,"主机node_76 空闲CPU为1.52%,持续15分钟小于10%",CPU利用率过高,76
31,2019-06-03 15:36:48,主机node_88 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,88
32,2019-06-03 15:36:49,主机node_12 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,12
33,2019-06-03 15:36:49,主机node_82 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,82
34,2019-06-03 15:36:50,主机node_71 堆内存平均使用率：94.61%（大于阈值：90%）,堆内存平均使用率大于阈值,71
35,2019-06-03 15:36:52,主机node_7 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,7
36,2019-06-03 15:36:52,主机node_9 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,9
37,2019-06-03 15:36:53,主机node_55 日志产生ERROR信息,日志产生ERROR信息,55
38,2019-06-03 15:36:54,主机node_67 FullGC次数：23次（大于阈值：10次）,FullGC次数异常,67
39,2019-06-03 15:36:55,主机node_94 上I/O等待负载大于50%,I/O等待负载大于50%,94
40,2019-06-03 15:36:55,主机node_39 网卡eth0 发送流量持续10分钟平均值大于800M,网卡发送流量过高,39
41,2019-06-03 15:36:57,主机node_8 网卡流量unknown,网卡流量unknown,8
42,2019-06-03 15:36:58,主机node_65 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,65
43,2019-06-03 15:36:59,主机node_12 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,12
44,2019-06-03 15:37:00,主机node_71 堆内存平均使用率：94.61%（大于阈值：90%）,堆内存平均使用率大于阈值,71
45,2019-06-03 15:37:00,主机node_70 **** 请求延时大于5分钟,****请求延时大于5分钟,70
46,2019-06-03 15:37:03,主机node_29 **** 请求延时大于5分钟,****请求延时大于5分钟,29
47,2019-06-03 15:37:04,主机node_67 FullGC次数：23次（大于阈值：10次）,FullGC次数异常,67
48,2019-06-03 15:37:04,主机node_79 端口6060通信异常,端口6060通信异常,79
49,2019-06-03 15:37:05,主机node_39 网卡eth0 发送流量持续10分钟平均值大于800M,网卡发送流量过高,39
50,2019-06-03 15:37:05,主机node_13 sdd IO使用率持续30分钟大于90%,磁盘I/O异常,13
51,2019-06-03 15:37:09,主机node_22 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,22
52,2019-06-03 15:37:09,主机node_12 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,12
53,2019-06-03 15:37:09,主机node_82 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,82
54,2019-06-03 15:37:10,主机node_70 **** 请求延时大于5分钟,****请求延时大于5分钟,70
55,2019-06-03 15:37:10,主机node_77 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,77
56,2019-06-03 15:37:12,主机node_20 堆内存平均使用率：94.61%（大于阈值：90%）,堆内存平均使用率大于阈值,20
57,2019-06-03 15:37:13,主机node_55 日志产生ERROR信息,日志产生ERROR信息,55
58,2019-06-03 15:37:13,主机node_29 **** 请求延时大于5分钟,****请求延时大于5分钟,29
59,2019-06-03 15:37:14,主机node_67 FullGC次数：23次（大于阈值：10次）,FullGC次数异常,67
