,time,triggername,triggers,node
1,2019-06-17 07:17:24,主机node_22 日志产生ERROR信息,日志产生ERROR信息,22
2,2019-06-17 07:17:26,"主机node_16 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,16
3,2019-06-17 07:17:26,主机node_9 FullGC平均耗时：2118ms（大于阈值：1000ms）,FullGC平均耗时异常,9
4,2019-06-17 07:17:27,主机node_87 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,87
5,2019-06-17 07:17:28,主机node_78 端口80通信异常,端口80通信异常,78
6,2019-06-17 07:17:28,主机node_25 端口80通信异常,端口80通信异常,25
7,2019-06-17 07:17:32,主机node_89 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,89
8,2019-06-17 07:17:35,主机node_53 网卡流量unknown,网卡流量unknown,53
9,2019-06-17 07:17:36,主机node_85 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,85
10,2019-06-17 07:17:36,"主机node_16 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,16
11,2019-06-17 07:17:37,主机node_87 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,87
12,2019-06-17 07:17:38,主机node_78 端口80通信异常,端口80通信异常,78
13,2019-06-17 07:17:38,主机node_73 日志报错:无法获取连接,日志报错:无法获取连接,73
14,2019-06-17 07:17:42,主机node_79 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,79
15,2019-06-17 07:17:45,主机node_84 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,84
16,2019-06-17 07:17:46,"主机node_16 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,16
17,2019-06-17 07:17:50,主机node_14 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,14
18,2019-06-17 07:17:50,主机node_88 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,88
19,2019-06-17 07:17:52,主机node_89 硬盘Slot 00状态为Failed,硬盘Slot00状态为Failed,89
20,2019-06-17 07:17:52,主机node_88 上I/O等待负载大于50%,I/O等待负载大于50%,88
21,2019-06-17 07:17:56,"主机node_16 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,16
22,2019-06-17 07:17:56,主机node_85 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,85
23,2019-06-17 07:18:00,主机node_94 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,94
24,2019-06-17 07:18:00,主机node_8 日志报错:无法获取连接,日志报错:无法获取连接,8
25,2019-06-17 07:18:00,主机node_86 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,86
26,2019-06-17 07:18:00,主机node_39 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,39
27,2019-06-17 07:18:05,主机node_84 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,84
28,2019-06-17 07:18:05,主机node_10 上I/O等待负载大于50%,I/O等待负载大于50%,10
29,2019-06-17 07:18:06,"主机node_16 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,16
30,2019-06-17 07:18:06,主机node_85 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,85
31,2019-06-17 07:18:07,主机node_87 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,87
32,2019-06-17 07:18:08,主机node_25 端口80通信异常,端口80通信异常,25
33,2019-06-17 07:18:08,主机node_73 日志报错:无法获取连接,日志报错:无法获取连接,73
34,2019-06-17 07:18:10,主机node_86 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,86
35,2019-06-17 07:18:10,主机node_8 日志报错:无法获取连接,日志报错:无法获取连接,8
36,2019-06-17 07:18:10,主机node_94 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,94
37,2019-06-17 07:18:10,主机node_39 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,39
38,2019-06-17 07:18:10,主机node_14 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,14
39,2019-06-17 07:18:12,主机node_79 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,79
40,2019-06-17 07:18:15,主机node_34 日志中有No route to host信息,日志中有Noroutetohost信息,34
41,2019-06-17 07:18:16,主机node_85 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,85
42,2019-06-17 07:18:18,主机node_25 端口80通信异常,端口80通信异常,25
43,2019-06-17 07:18:20,主机node_14 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,14
44,2019-06-17 07:18:22,主机node_88 上I/O等待负载大于50%,I/O等待负载大于50%,88
45,2019-06-17 07:18:28,主机node_46 端口80通信异常,端口80通信异常,46
46,2019-06-17 07:18:29,主机node_49 日志报错:无法获取连接,日志报错:无法获取连接,49
47,2019-06-17 07:18:29,主机node_95 **** 请求延时大于5分钟,****请求延时大于5分钟,95
48,2019-06-17 07:18:29,主机node_10 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,10
49,2019-06-17 07:18:30,主机node_14 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,14
50,2019-06-17 07:18:30,主机node_17 **application 停止运行,**application停止运行,17
51,2019-06-17 07:18:33,主机node_88 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,88
52,2019-06-17 07:18:35,主机node_53 网卡流量unknown,网卡流量unknown,53
53,2019-06-17 07:18:36,"主机node_16 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,16
54,2019-06-17 07:18:37,主机node_87 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,87
