,time,triggername,triggers,node
1,2019-06-13 17:14:07,主机node_77 上I/O等待负载大于50%,I/O等待负载大于50%,77
2,2019-06-13 17:14:08,主机node_44 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,44
3,2019-06-13 17:14:09,主机node_47 日志报错:无法获取连接,日志报错:无法获取连接,47
4,2019-06-13 17:14:10,主机node_19 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,19
5,2019-06-13 17:14:11,主机node_90 端口6060通信异常,端口6060通信异常,90
6,2019-06-13 17:14:13,主机node_92 堆内存平均使用率：95.52%（大于阈值：90%）,堆内存平均使用率大于阈值,92
7,2019-06-13 17:14:13,主机node_16 日志报错:无法获取连接,日志报错:无法获取连接,16
8,2019-06-13 17:14:13,"主机node_68 空闲CPU为3.28%,持续15分钟小于10%",CPU利用率过高,68
9,2019-06-13 17:14:13,主机node_89 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,89
10,2019-06-13 17:14:13,主机node_78 **** 请求延时大于5分钟,****请求延时大于5分钟,78
11,2019-06-13 17:14:13,主机node_24 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,24
12,2019-06-13 17:14:15,主机node_13 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,13
13,2019-06-13 17:14:16,主机node_61 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,61
14,2019-06-13 17:14:16,主机node_92 网卡流量unknown,网卡流量unknown,92
15,2019-06-13 17:14:17,主机node_77 上I/O等待负载大于50%,I/O等待负载大于50%,77
16,2019-06-13 17:14:19,主机node_21 FullGC次数：32次（大于阈值：10次）,FullGC次数异常,21
17,2019-06-13 17:14:20,主机node_73 上I/O等待负载大于50%,I/O等待负载大于50%,73
18,2019-06-13 17:14:20,主机node_62 端口80通信异常,端口80通信异常,62
19,2019-06-13 17:14:20,"主机node_93 空闲CPU为3.28%,持续15分钟小于10%",CPU利用率过高,93
20,2019-06-13 17:14:20,主机node_31 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,31
21,2019-06-13 17:14:20,"主机node_15 空闲CPU为3.28%,持续15分钟小于10%",CPU利用率过高,15
22,2019-06-13 17:14:23,主机node_24 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,24
23,2019-06-13 17:14:24,"主机node_39 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,39
24,2019-06-13 17:14:26,主机node_93 url:http://node_93:8080访问失败,url8080访问失败,93
25,2019-06-13 17:14:26,主机node_61 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,61
26,2019-06-13 17:14:26,主机node_15 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,15
27,2019-06-13 17:14:26,主机node_59 空闲交换空间小于50%,空闲交换空间小于50%,59
28,2019-06-13 17:14:28,主机node_44 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,44
29,2019-06-13 17:14:29,主机node_47 日志报错:无法获取连接,日志报错:无法获取连接,47
30,2019-06-13 17:14:30,主机node_62 端口80通信异常,端口80通信异常,62
31,2019-06-13 17:14:33,主机node_7 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,HTTP:http慢响应,7
32,2019-06-13 17:14:34,"主机node_39 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,39
33,2019-06-13 17:14:36,主机node_92 网卡流量unknown,网卡流量unknown,92
34,2019-06-13 17:14:36,主机node_61 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,61
35,2019-06-13 17:14:37,主机node_77 上I/O等待负载大于50%,I/O等待负载大于50%,77
36,2019-06-13 17:14:38,主机node_92 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,92
37,2019-06-13 17:14:38,主机node_44 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,44
38,2019-06-13 17:14:39,主机node_3 日志产生ERROR信息,日志产生ERROR信息,3
39,2019-06-13 17:14:39,主机node_47 日志报错:无法获取连接,日志报错:无法获取连接,47
40,2019-06-13 17:14:40,"主机node_15 空闲CPU为3.28%,持续15分钟小于10%",CPU利用率过高,15
41,2019-06-13 17:14:40,"主机node_93 空闲CPU为3.28%,持续15分钟小于10%",CPU利用率过高,93
42,2019-06-13 17:14:40,主机node_73 上I/O等待负载大于50%,I/O等待负载大于50%,73
43,2019-06-13 17:14:40,主机node_31 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,31
44,2019-06-13 17:14:40,主机node_1 日志产生ERROR信息,日志产生ERROR信息,1
45,2019-06-13 17:14:41,主机node_90 端口6060通信异常,端口6060通信异常,90
46,2019-06-13 17:14:43,主机node_92 堆内存平均使用率：95.52%（大于阈值：90%）,堆内存平均使用率大于阈值,92
47,2019-06-13 17:14:43,主机node_16 日志报错:无法获取连接,日志报错:无法获取连接,16
48,2019-06-13 17:14:43,主机node_78 **** 请求延时大于5分钟,****请求延时大于5分钟,78
49,2019-06-13 17:14:43,"主机node_68 空闲CPU为3.28%,持续15分钟小于10%",CPU利用率过高,68
50,2019-06-13 17:14:43,主机node_24 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,24
51,2019-06-13 17:14:48,主机node_44 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,44
52,2019-06-13 17:14:48,"主机node_76 ping丢包率100%,服务器宕机","ping丢包率100%,服务器宕机",76
53,2019-06-13 17:14:48,主机node_92 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,92
54,2019-06-13 17:14:49,主机node_30 空闲交换空间小于50%,空闲交换空间小于50%,30
55,2019-06-13 17:14:49,主机node_65 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,65
56,2019-06-13 17:14:50,主机node_73 上I/O等待负载大于50%,I/O等待负载大于50%,73
57,2019-06-13 17:14:50,"主机node_93 空闲CPU为3.28%,持续15分钟小于10%",CPU利用率过高,93
58,2019-06-13 17:14:50,主机node_31 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,31
59,2019-06-13 17:14:50,"主机node_15 空闲CPU为3.28%,持续15分钟小于10%",CPU利用率过高,15
60,2019-06-13 17:14:50,主机node_55 日志产生ERROR信息,日志产生ERROR信息,55
61,2019-06-13 17:14:51,主机node_10 日志报错:无法获取连接,日志报错:无法获取连接,10
62,2019-06-13 17:14:51,主机node_22 JBOSS 8080端口的连接数大于400,JBOSS8080端口的连接数大于400,22
63,2019-06-13 17:14:51,主机node_57 **application 停止运行,**application停止运行,57
64,2019-06-13 17:14:52,主机node_74 端口6060通信异常,端口6060通信异常,74
65,2019-06-13 17:14:54,"主机node_39 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,39
66,2019-06-13 17:14:57,主机node_94 上I/O等待负载大于50%,I/O等待负载大于50%,94
67,2019-06-13 17:14:59,主机node_3 日志产生ERROR信息,日志产生ERROR信息,3
68,2019-06-13 17:14:59,主机node_96 端口80通信异常,端口80通信异常,96
69,2019-06-13 17:15:00,主机node_19 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,19
70,2019-06-13 17:15:01,主机node_69 **application 停止运行,**application停止运行,69
71,2019-06-13 17:15:03,主机node_52 日志中有OutOfMemoryError信息,日志中有OutOfMemoryError信息,52
72,2019-06-13 17:15:05,主机node_58 日志中有OutOfMemoryError信息,日志中有OutOfMemoryError信息,58
73,2019-06-13 17:15:06,主机node_59 空闲交换空间小于50%,空闲交换空间小于50%,59
74,2019-06-13 17:15:06,主机node_93 url:http://node_93:8080访问失败,url8080访问失败,93
75,2019-06-13 17:15:06,主机node_43 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,43
76,2019-06-13 17:15:07,主机node_77 上I/O等待负载大于50%,I/O等待负载大于50%,77
77,2019-06-13 17:15:08,主机node_44 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,44
78,2019-06-13 17:15:09,主机node_44 端口6060通信异常,端口6060通信异常,44
79,2019-06-13 17:15:09,主机node_21 FullGC次数：32次（大于阈值：10次）,FullGC次数异常,21
80,2019-06-13 17:15:10,"主机node_37 空闲CPU为1.52%,持续15分钟小于10%",CPU利用率过高,37
81,2019-06-13 17:15:13,"主机node_68 空闲CPU为3.28%,持续15分钟小于10%",CPU利用率过高,68
82,2019-06-13 17:15:13,主机node_16 日志报错:无法获取连接,日志报错:无法获取连接,16
83,2019-06-13 17:15:13,主机node_78 **** 请求延时大于5分钟,****请求延时大于5分钟,78
84,2019-06-13 17:15:13,主机node_7 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,HTTP:http慢响应,7
85,2019-06-13 17:15:13,主机node_92 堆内存平均使用率：95.52%（大于阈值：90%）,堆内存平均使用率大于阈值,92
86,2019-06-13 17:15:14,"主机node_39 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,39
87,2019-06-13 17:15:15,主机node_13 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,13
88,2019-06-13 17:15:16,主机node_61 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,61
89,2019-06-13 17:15:18,主机node_44 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,44
90,2019-06-13 17:15:19,主机node_21 FullGC次数：32次（大于阈值：10次）,FullGC次数异常,21
91,2019-06-13 17:15:20,"主机node_37 空闲CPU为1.52%,持续15分钟小于10%",CPU利用率过高,37
92,2019-06-13 17:15:21,主机node_57 **application 停止运行,**application停止运行,57
93,2019-06-13 17:15:21,主机node_70 上I/O等待负载大于50%,I/O等待负载大于50%,70
94,2019-06-13 17:15:22,主机node_44 网卡流量unknown,网卡流量unknown,44
95,2019-06-13 17:15:23,主机node_24 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,24
96,2019-06-13 17:15:26,主机node_92 网卡流量unknown,网卡流量unknown,92
97,2019-06-13 17:15:28,主机node_44 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,44
98,2019-06-13 17:15:29,主机node_34 日志中有No route to host信息,日志中有Noroutetohost信息,34
99,2019-06-13 17:15:29,主机node_47 日志报错:无法获取连接,日志报错:无法获取连接,47
100,2019-06-13 17:15:30,主机node_31 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,31
101,2019-06-13 17:15:30,"主机node_15 空闲CPU为3.28%,持续15分钟小于10%",CPU利用率过高,15
102,2019-06-13 17:15:30,"主机node_93 空闲CPU为3.28%,持续15分钟小于10%",CPU利用率过高,93
103,2019-06-13 17:15:30,主机node_73 上I/O等待负载大于50%,I/O等待负载大于50%,73
104,2019-06-13 17:15:30,"主机node_37 空闲CPU为1.52%,持续15分钟小于10%",CPU利用率过高,37
105,2019-06-13 17:15:31,主机node_70 上I/O等待负载大于50%,I/O等待负载大于50%,70
