,time,triggername,triggers,node
1,2019-06-15 05:04:13,主机node_70 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,70
2,2019-06-15 05:04:14,主机node_93 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,93
3,2019-06-15 05:04:15,主机node_29 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,29
4,2019-06-15 05:04:15,主机node_32 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,32
5,2019-06-15 05:04:16,主机node_41 url:http://node_41:8080访问失败,url8080访问失败,41
6,2019-06-15 05:04:16,主机node_42 日志中有OutOfMemoryError信息,日志中有OutOfMemoryError信息,42
7,2019-06-15 05:04:18,主机node_6 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,6
8,2019-06-15 05:04:18,主机node_74 端口80通信异常,端口80通信异常,74
9,2019-06-15 05:04:19,主机node_59 日志中有No route to host信息,日志中有Noroutetohost信息,59
10,2019-06-15 05:04:20,主机node_67 FullGC次数：23次（大于阈值：10次）,FullGC次数异常,67
11,2019-06-15 05:04:21,主机node_56 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,HTTP:http慢响应,56
12,2019-06-15 05:04:22,主机node_40 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,40
13,2019-06-15 05:04:23,主机node_68 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,68
14,2019-06-15 05:04:25,主机node_85 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,85
15,2019-06-15 05:04:26,主机node_73 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,73
16,2019-06-15 05:04:26,主机node_48 日志报错:无法获取连接,日志报错:无法获取连接,48
17,2019-06-15 05:04:28,主机node_6 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,6
18,2019-06-15 05:04:29,主机node_49 端口6060通信异常,端口6060通信异常,49
19,2019-06-15 05:04:29,主机node_96 JBOSS 8080端口的连接数大于400,JBOSS8080端口的连接数大于400,96
20,2019-06-15 05:04:29,"主机node_62 空闲CPU为1.52%,持续15分钟小于10%",CPU利用率过高,62
21,2019-06-15 05:04:30,主机node_12 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,12
22,2019-06-15 05:04:32,主机node_24 JBOSS 8080端口的连接数大于400,JBOSS8080端口的连接数大于400,24
23,2019-06-15 05:04:33,主机node_25 sdd IO使用率持续30分钟大于90%,磁盘I/O异常,25
24,2019-06-15 05:04:33,主机node_68 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,68
25,2019-06-15 05:04:34,主机node_63 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,63
26,2019-06-15 05:04:38,主机node_74 端口80通信异常,端口80通信异常,74
27,2019-06-15 05:04:38,主机node_64 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,64
28,2019-06-15 05:04:38,主机node_29 上I/O等待负载大于50%,I/O等待负载大于50%,29
29,2019-06-15 05:04:38,主机node_96 上I/O等待负载大于50%,I/O等待负载大于50%,96
30,2019-06-15 05:04:42,主机node_46 日志中有No route to host信息,日志中有Noroutetohost信息,46
31,2019-06-15 05:04:43,"主机node_90 空闲CPU为0.1%,持续15分钟小于10%",CPU利用率过高,90
32,2019-06-15 05:04:43,"主机node_11 空闲CPU为0.1%,持续15分钟小于10%",CPU利用率过高,11
33,2019-06-15 05:04:43,主机node_42 上I/O等待负载大于50%,I/O等待负载大于50%,42
34,2019-06-15 05:04:45,主机node_88 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,88
35,2019-06-15 05:04:45,主机node_85 网卡eth0 接收流量持续10分钟平均值大于300M,网卡接收流量过高,85
36,2019-06-15 05:04:46,主机node_41 url:http://node_41:8080访问失败,url8080访问失败,41
37,2019-06-15 05:04:48,主机node_96 上I/O等待负载大于50%,I/O等待负载大于50%,96
38,2019-06-15 05:04:48,主机node_29 上I/O等待负载大于50%,I/O等待负载大于50%,29
39,2019-06-15 05:04:48,主机node_64 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,64
40,2019-06-15 05:04:52,主机node_26 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,26
41,2019-06-15 05:04:54,主机node_93 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,93
42,2019-06-15 05:04:56,主机node_77 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,77
43,2019-06-15 05:04:58,主机node_29 上I/O等待负载大于50%,I/O等待负载大于50%,29
44,2019-06-15 05:04:58,主机node_64 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,64
45,2019-06-15 05:04:58,主机node_96 上I/O等待负载大于50%,I/O等待负载大于50%,96
46,2019-06-15 05:04:59,主机node_96 JBOSS 8080端口的连接数大于400,JBOSS8080端口的连接数大于400,96
47,2019-06-15 05:05:00,主机node_40 端口8080通信异常,端口8080通信异常,40
48,2019-06-15 05:05:04,主机node_63 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,63
49,2019-06-15 05:05:04,主机node_93 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,93
50,2019-06-15 05:05:05,主机node_30 **application 停止运行,**application停止运行,30
51,2019-06-15 05:05:05,主机node_81 日志产生ERROR信息,日志产生ERROR信息,81
52,2019-06-15 05:05:06,主机node_14 日志产生ERROR信息,日志产生ERROR信息,14
