,time,triggername,triggers,node
1,2019-06-13 22:07:05,主机node_14 分区剩余空间小于阀值10%,分区剩余空间小于阀值10%,14
2,2019-06-13 22:07:06,主机node_96 FullGC次数：23次（大于阈值：10次）,FullGC次数异常,96
3,2019-06-13 22:07:07,主机node_58 **application 停止运行,**application停止运行,58
4,2019-06-13 22:07:07,主机node_7 **application 停止运行,**application停止运行,7
5,2019-06-13 22:07:09,主机node_80 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,80
6,2019-06-13 22:07:11,主机node_87 FullGC次数：23次（大于阈值：10次）,FullGC次数异常,87
7,2019-06-13 22:07:12,主机node_1 **application 停止运行,**application停止运行,1
8,2019-06-13 22:07:12,主机node_34 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,34
9,2019-06-13 22:07:14,主机node_56 上I/O等待负载大于50%,I/O等待负载大于50%,56
10,2019-06-13 22:07:14,主机node_25 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,25
11,2019-06-13 22:07:15,主机node_14 分区剩余空间小于阀值10%,分区剩余空间小于阀值10%,14
12,2019-06-13 22:07:16,主机node_75 空闲交换空间小于50%,空闲交换空间小于50%,75
13,2019-06-13 22:07:16,主机node_96 FullGC次数：23次（大于阈值：10次）,FullGC次数异常,96
14,2019-06-13 22:07:16,主机node_28 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,HTTP:http慢响应,28
15,2019-06-13 22:07:17,主机node_58 **application 停止运行,**application停止运行,58
16,2019-06-13 22:07:18,主机node_60 上I/O等待负载大于50%,I/O等待负载大于50%,60
17,2019-06-13 22:07:19,主机node_80 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,80
18,2019-06-13 22:07:22,主机node_34 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,34
19,2019-06-13 22:07:23,主机node_11 分区剩余空间小于阀值10%,分区剩余空间小于阀值10%,11
20,2019-06-13 22:07:26,主机node_28 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,HTTP:http慢响应,28
21,2019-06-13 22:07:26,主机node_75 空闲交换空间小于50%,空闲交换空间小于50%,75
22,2019-06-13 22:07:29,主机node_80 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,80
23,2019-06-13 22:07:31,主机node_33 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,33
24,2019-06-13 22:07:32,主机node_34 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,34
25,2019-06-13 22:07:33,主机node_11 分区剩余空间小于阀值10%,分区剩余空间小于阀值10%,11
26,2019-06-13 22:07:34,主机node_25 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,25
27,2019-06-13 22:07:34,"主机node_45 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,45
28,2019-06-13 22:07:34,主机node_22 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,22
29,2019-06-13 22:07:34,主机node_50 FullGC平均耗时：2118ms（大于阈值：1000ms）,FullGC平均耗时异常,50
30,2019-06-13 22:07:35,主机node_92 url:http://node_92:8080访问失败,url8080访问失败,92
31,2019-06-13 22:07:37,主机node_24 **** 请求延时大于5分钟,****请求延时大于5分钟,24
