,time,triggername,triggers,node
1,2019-06-02 23:14:22,主机node_89 空闲交换空间小于50%,空闲交换空间小于50%,89
2,2019-06-02 23:14:25,主机node_56 **application 停止运行,**application停止运行,56
3,2019-06-02 23:14:25,主机node_63 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,63
4,2019-06-02 23:14:26,主机node_21 FullGC平均耗时：2118ms（大于阈值：1000ms）,FullGC平均耗时异常,21
5,2019-06-02 23:14:28,主机node_22 ping丢包率当前值为25%，持续2分钟平均大于20%,ping丢包率当前值为25%，持续2分钟平均大于20%,22
6,2019-06-02 23:14:30,主机node_70 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,70
7,2019-06-02 23:14:31,主机node_9 日志产生ERROR信息,日志产生ERROR信息,9
8,2019-06-02 23:14:32,主机node_88 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,88
9,2019-06-02 23:14:32,主机node_46 日志中有OutOfMemoryError信息,日志中有OutOfMemoryError信息,46
10,2019-06-02 23:14:32,主机node_98 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,98
11,2019-06-02 23:14:34,主机node_76 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,76
12,2019-06-02 23:14:35,主机node_13 sdd IO使用率持续30分钟大于90%,磁盘I/O异常,13
13,2019-06-02 23:14:36,主机node_91 **application 停止运行,**application停止运行,91
14,2019-06-02 23:14:39,主机node_37 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,37
15,2019-06-02 23:14:41,主机node_24 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,HTTP:http慢响应,24
16,2019-06-02 23:14:41,"主机node_58 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,58
17,2019-06-02 23:14:42,主机node_98 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,98
18,2019-06-02 23:14:42,主机node_88 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,88
19,2019-06-02 23:14:45,主机node_73 JBOSS 8080端口的连接数大于400,JBOSS8080端口的连接数大于400,73
20,2019-06-02 23:14:49,主机node_37 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,37
21,2019-06-02 23:14:51,主机node_9 日志产生ERROR信息,日志产生ERROR信息,9
22,2019-06-02 23:14:52,主机node_89 空闲交换空间小于50%,空闲交换空间小于50%,89
23,2019-06-02 23:14:52,主机node_88 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,88
24,2019-06-02 23:14:54,主机node_76 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,76
25,2019-06-02 23:14:56,主机node_91 **application 停止运行,**application停止运行,91
26,2019-06-02 23:14:58,主机node_22 ping丢包率当前值为25%，持续2分钟平均大于20%,ping丢包率当前值为25%，持续2分钟平均大于20%,22
27,2019-06-02 23:14:59,主机node_37 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,37
28,2019-06-02 23:15:00,主机node_70 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,70
29,2019-06-02 23:15:01,主机node_45 空闲交换空间小于50%,空闲交换空间小于50%,45
30,2019-06-02 23:15:02,主机node_98 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,98
31,2019-06-02 23:15:02,主机node_88 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,88
32,2019-06-02 23:15:02,主机node_89 空闲交换空间小于50%,空闲交换空间小于50%,89
33,2019-06-02 23:15:05,主机node_63 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,63
34,2019-06-02 23:15:07,主机node_11 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,11
35,2019-06-02 23:15:08,主机node_65 **** 请求延时大于5分钟,****请求延时大于5分钟,65
36,2019-06-02 23:15:10,主机node_69 日志报错:无法获取连接,日志报错:无法获取连接,69
37,2019-06-02 23:15:11,主机node_48 sdd IO使用率持续30分钟大于90%,磁盘I/O异常,48
38,2019-06-02 23:15:12,主机node_88 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,88
39,2019-06-02 23:15:12,主机node_89 空闲交换空间小于50%,空闲交换空间小于50%,89
40,2019-06-02 23:15:13,主机node_85 url:http://node_85:8080访问失败,url8080访问失败,85
41,2019-06-02 23:15:14,主机node_76 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,76
42,2019-06-02 23:15:14,主机node_55 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,55
43,2019-06-02 23:15:15,主机node_56 **application 停止运行,**application停止运行,56
44,2019-06-02 23:15:15,主机node_61 分区剩余空间小于阀值10%,分区剩余空间小于阀值10%,61
45,2019-06-02 23:15:18,主机node_66 日志中有No route to host信息,日志中有Noroutetohost信息,66
46,2019-06-02 23:15:19,主机node_37 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,37
47,2019-06-02 23:15:19,主机node_92 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,92
48,2019-06-02 23:15:20,主机node_70 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,70
49,2019-06-02 23:15:20,主机node_69 日志报错:无法获取连接,日志报错:无法获取连接,69
50,2019-06-02 23:15:20,主机node_26 url:http://node_26:8080访问失败,url8080访问失败,26
51,2019-06-02 23:15:21,"主机node_58 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,58
52,2019-06-02 23:15:21,主机node_24 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,HTTP:http慢响应,24
53,2019-06-02 23:15:21,主机node_9 日志产生ERROR信息,日志产生ERROR信息,9
54,2019-06-02 23:15:22,主机node_89 空闲交换空间小于50%,空闲交换空间小于50%,89
55,2019-06-02 23:15:22,主机node_80 端口6060通信异常,端口6060通信异常,80
56,2019-06-02 23:15:25,主机node_73 JBOSS 8080端口的连接数大于400,JBOSS8080端口的连接数大于400,73
57,2019-06-02 23:15:25,主机node_97 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,97
58,2019-06-02 23:15:26,主机node_91 **application 停止运行,**application停止运行,91
59,2019-06-02 23:15:30,主机node_70 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,70
60,2019-06-02 23:15:30,主机node_1 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,1
61,2019-06-02 23:15:31,主机node_9 日志产生ERROR信息,日志产生ERROR信息,9
62,2019-06-02 23:15:32,主机node_98 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,98
63,2019-06-02 23:15:32,主机node_80 端口6060通信异常,端口6060通信异常,80
64,2019-06-02 23:15:32,主机node_89 空闲交换空间小于50%,空闲交换空间小于50%,89
65,2019-06-02 23:15:32,主机node_96 端口6060通信异常,端口6060通信异常,96
66,2019-06-02 23:15:32,主机node_88 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,88
67,2019-06-02 23:15:34,主机node_99 sdd IO使用率持续30分钟大于90%,磁盘I/O异常,99
68,2019-06-02 23:15:35,主机node_13 sdd IO使用率持续30分钟大于90%,磁盘I/O异常,13
69,2019-06-02 23:15:35,主机node_63 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,63
70,2019-06-02 23:15:35,主机node_56 **application 停止运行,**application停止运行,56
71,2019-06-02 23:15:39,主机node_37 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,37
72,2019-06-02 23:15:40,主机node_70 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,70
73,2019-06-02 23:15:40,主机node_69 日志报错:无法获取连接,日志报错:无法获取连接,69
74,2019-06-02 23:15:41,"主机node_58 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,58
75,2019-06-02 23:15:42,主机node_89 空闲交换空间小于50%,空闲交换空间小于50%,89
76,2019-06-02 23:15:42,主机node_98 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,98
77,2019-06-02 23:15:44,主机node_99 sdd IO使用率持续30分钟大于90%,磁盘I/O异常,99
78,2019-06-02 23:15:50,主机node_70 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,70
79,2019-06-02 23:15:51,主机node_38 **application 停止运行,**application停止运行,38
80,2019-06-02 23:15:51,"主机node_58 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,58
81,2019-06-02 23:15:52,主机node_98 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,98
82,2019-06-02 23:15:54,主机node_55 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,55
83,2019-06-02 23:15:54,主机node_76 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,76
84,2019-06-02 23:15:56,主机node_91 **application 停止运行,**application停止运行,91
85,2019-06-02 23:15:57,主机node_75 日志中有OutOfMemoryError信息,日志中有OutOfMemoryError信息,75
86,2019-06-02 23:15:59,主机node_27 网卡eth0 发送流量持续10分钟平均值大于800M,网卡发送流量过高,27
87,2019-06-02 23:16:00,主机node_70 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,70
88,2019-06-02 23:16:01,"主机node_58 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,58
89,2019-06-02 23:16:02,主机node_89 空闲交换空间小于50%,空闲交换空间小于50%,89
90,2019-06-02 23:16:02,主机node_88 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,88
91,2019-06-02 23:16:04,主机node_76 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,76
92,2019-06-02 23:16:06,主机node_21 FullGC平均耗时：2118ms（大于阈值：1000ms）,FullGC平均耗时异常,21
93,2019-06-02 23:16:07,主机node_11 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,11
94,2019-06-02 23:16:09,主机node_37 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,37
95,2019-06-02 23:16:10,主机node_70 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,70
96,2019-06-02 23:16:11,主机node_35 ping丢包率当前值为25%，持续2分钟平均大于20%,ping丢包率当前值为25%，持续2分钟平均大于20%,35
97,2019-06-02 23:16:11,主机node_38 **application 停止运行,**application停止运行,38
98,2019-06-02 23:16:12,主机node_98 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,98
99,2019-06-02 23:16:12,主机node_88 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,88
100,2019-06-02 23:16:12,主机node_89 空闲交换空间小于50%,空闲交换空间小于50%,89
101,2019-06-02 23:16:14,主机node_76 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,76
102,2019-06-02 23:16:18,主机node_65 **** 请求延时大于5分钟,****请求延时大于5分钟,65
103,2019-06-02 23:16:18,主机node_66 日志中有No route to host信息,日志中有Noroutetohost信息,66
104,2019-06-02 23:16:20,主机node_70 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,70
105,2019-06-02 23:16:21,"主机node_58 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,58
106,2019-06-02 23:16:21,主机node_35 ping丢包率当前值为25%，持续2分钟平均大于20%,ping丢包率当前值为25%，持续2分钟平均大于20%,35
107,2019-06-02 23:16:22,主机node_88 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,88
108,2019-06-02 23:16:22,主机node_89 空闲交换空间小于50%,空闲交换空间小于50%,89
109,2019-06-02 23:16:28,主机node_22 ping丢包率当前值为25%，持续2分钟平均大于20%,ping丢包率当前值为25%，持续2分钟平均大于20%,22
110,2019-06-02 23:16:29,主机node_60 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,60
111,2019-06-02 23:16:29,主机node_37 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,37
112,2019-06-02 23:16:30,主机node_70 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,70
113,2019-06-02 23:16:31,"主机node_58 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,58
114,2019-06-02 23:16:32,主机node_46 日志中有OutOfMemoryError信息,日志中有OutOfMemoryError信息,46
115,2019-06-02 23:16:32,主机node_98 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,98
116,2019-06-02 23:16:32,主机node_89 空闲交换空间小于50%,空闲交换空间小于50%,89
117,2019-06-02 23:16:34,主机node_76 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,76
118,2019-06-02 23:16:35,主机node_73 JBOSS 8080端口的连接数大于400,JBOSS8080端口的连接数大于400,73
119,2019-06-02 23:16:37,主机node_11 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,11
120,2019-06-02 23:16:38,主机node_22 ping丢包率当前值为25%，持续2分钟平均大于20%,ping丢包率当前值为25%，持续2分钟平均大于20%,22
121,2019-06-02 23:16:40,主机node_69 日志报错:无法获取连接,日志报错:无法获取连接,69
122,2019-06-02 23:16:40,主机node_41 日志产生ERROR信息,日志产生ERROR信息,41
123,2019-06-02 23:16:40,主机node_70 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,70
124,2019-06-02 23:16:41,"主机node_58 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,58
125,2019-06-02 23:16:42,主机node_88 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,88
126,2019-06-02 23:16:47,主机node_11 上I/O等待负载持续15分钟超过10%,I/O等待负载持续15分钟超过10%,11
127,2019-06-02 23:16:48,主机node_93 **** 请求延时大于5分钟,****请求延时大于5分钟,93
128,2019-06-02 23:16:49,主机node_37 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,37
129,2019-06-02 23:16:50,主机node_70 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,70
130,2019-06-02 23:16:50,主机node_69 日志报错:无法获取连接,日志报错:无法获取连接,69
131,2019-06-02 23:16:51,"主机node_58 空闲CPU为4.0%,持续15分钟小于10%",CPU利用率过高,58
132,2019-06-02 23:16:51,主机node_9 日志产生ERROR信息,日志产生ERROR信息,9
133,2019-06-02 23:16:52,主机node_98 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,98
134,2019-06-02 23:16:52,主机node_88 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,88
135,2019-06-02 23:16:53,主机node_94 网卡流量unknown,网卡流量unknown,94
136,2019-06-02 23:16:54,主机node_76 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,76
137,2019-06-02 23:16:55,主机node_63 Nginx 80端口的连接数大于2000,Nginx80端口的连接数大于2000,63
138,2019-06-02 23:16:59,主机node_37 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,37
139,2019-06-02 23:16:59,主机node_27 网卡eth0 发送流量持续10分钟平均值大于800M,网卡发送流量过高,27
140,2019-06-02 23:17:00,主机node_70 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,70
141,2019-06-02 23:17:01,主机node_35 ping丢包率当前值为25%，持续2分钟平均大于20%,ping丢包率当前值为25%，持续2分钟平均大于20%,35
142,2019-06-02 23:17:04,主机node_76 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,76
143,2019-06-02 23:17:09,主机node_37 网卡eth0 接收流量持续10分钟平均值大于180M,网卡接收流量过高,37
144,2019-06-02 23:17:09,主机node_92 网卡eth0 发送流量持续30分钟平均值大于700M,网卡发送流量过高,92
145,2019-06-02 23:17:10,主机node_69 日志报错:无法获取连接,日志报错:无法获取连接,69
146,2019-06-02 23:17:10,主机node_5 上CPU Steal Time持续5分钟超过10%,CPUStealTime持续5分钟超过10%,5
147,2019-06-02 23:17:11,主机node_9 日志产生ERROR信息,日志产生ERROR信息,9
148,2019-06-02 23:17:11,主机node_45 空闲交换空间小于50%,空闲交换空间小于50%,45
149,2019-06-02 23:17:11,主机node_38 **application 停止运行,**application停止运行,38
150,2019-06-02 23:17:12,主机node_46 日志中有OutOfMemoryError信息,日志中有OutOfMemoryError信息,46
151,2019-06-02 23:17:12,主机node_88 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,88
152,2019-06-02 23:17:12,主机node_89 空闲交换空间小于50%,空闲交换空间小于50%,89
153,2019-06-02 23:17:15,主机node_73 JBOSS 8080端口的连接数大于400,JBOSS8080端口的连接数大于400,73
154,2019-06-02 23:17:18,主机node_66 日志中有No route to host信息,日志中有Noroutetohost信息,66
155,2019-06-02 23:17:18,主机node_93 **** 请求延时大于5分钟,****请求延时大于5分钟,93
156,2019-06-02 23:17:20,主机node_70 ping延迟时间持续3分钟大于100ms,ping延迟时间持续3分钟大于100ms,70
157,2019-06-02 23:17:22,主机node_88 FullGC平均耗时：3268ms（大于阈值：1000ms）,FullGC平均耗时异常,88
