,sysEname,time,is_root,trigger,node
0,SYS_2,2019-06-23 08:41:29,0,分区剩余空间小于阀值10%,node_70
1,SYS_9,2019-06-23 08:41:29,0,url8080访问失败,node_44
2,SYS_2,2019-06-23 08:41:30,0,堆内存平均使用率大于阈值,node_37
3,SYS_9,2019-06-23 08:41:33,0,网卡发送流量过高,node_16
4,SYS_8,2019-06-23 08:41:35,0,"ping丢包率100%,服务器宕机",node_71
5,SYS_4,2019-06-23 08:41:37,0,I/O等待负载持续15分钟超过10%,node_62
6,SYS_9,2019-06-23 08:41:41,0,磁盘I/O异常,node_80
7,SYS_8,2019-06-23 08:41:42,0,CPUStealTime持续5分钟超过10%,node_43
8,SYS_1,2019-06-23 08:41:44,0,分区剩余空间小于阀值10%,node_15
9,SYS_5,2019-06-23 08:41:45,0,****请求延时大于5分钟,node_76
10,SYS_4,2019-06-23 08:41:47,0,I/O等待负载持续15分钟超过10%,node_62
11,SYS_9,2019-06-23 08:41:49,0,****请求延时大于5分钟,node_92
12,SYS_7,2019-06-23 08:41:49,0,CPUStealTime持续5分钟超过10%,node_89
13,SYS_5,2019-06-23 08:41:51,0,FullGC次数异常,node_26
14,SYS_6,2019-06-23 08:41:51,0,日志报错:无法获取连接,node_98
15,SYS_5,2019-06-23 08:41:51,0,端口6060通信异常,node_74
16,SYS_9,2019-06-23 08:41:53,0,网卡发送流量过高,node_16
17,SYS_6,2019-06-23 08:41:53,0,CPUStealTime持续5分钟超过10%,node_56
18,SYS_9,2019-06-23 08:41:54,0,I/O等待负载大于50%,node_47
19,SYS_8,2019-06-23 08:41:54,0,CPUStealTime持续5分钟超过10%,node_95
20,SYS_5,2019-06-23 08:41:55,0,url80//访问失败,node_14
21,SYS_4,2019-06-23 08:41:57,0,I/O等待负载持续15分钟超过10%,node_62
22,SYS_7,2019-06-23 08:41:59,0,CPUStealTime持续5分钟超过10%,node_89
23,SYS_5,2019-06-23 08:42:00,0,分区剩余空间小于阀值10%,node_60
24,SYS_8,2019-06-23 08:42:02,0,CPUStealTime持续5分钟超过10%,node_43
25,SYS_6,2019-06-23 08:42:03,0,CPUStealTime持续5分钟超过10%,node_56
26,SYS_9,2019-06-23 08:42:04,0,网卡发送流量过高,node_66
27,SYS_8,2019-06-23 08:42:04,0,CPUStealTime持续5分钟超过10%,node_95
28,SYS_1,2019-06-23 08:42:04,0,分区剩余空间小于阀值10%,node_15
29,SYS_5,2019-06-23 08:42:10,0,分区剩余空间小于阀值10%,node_60
30,SYS_5,2019-06-23 08:42:11,0,FullGC次数异常,node_26
31,SYS_5,2019-06-23 08:42:11,0,端口6060通信异常,node_74
32,SYS_2,2019-06-23 08:42:11,0,FullGC次数异常,node_99
33,SYS_8,2019-06-23 08:42:12,0,CPUStealTime持续5分钟超过10%,node_43
34,SYS_9,2019-06-23 08:42:13,0,网卡发送流量过高,node_16
35,SYS_8,2019-06-23 08:42:14,0,CPUStealTime持续5分钟超过10%,node_95
36,SYS_4,2019-06-23 08:42:17,0,I/O等待负载持续15分钟超过10%,node_62
37,SYS_9,2019-06-23 08:42:19,0,****请求延时大于5分钟,node_92
38,SYS_2,2019-06-23 08:42:19,0,分区剩余空间小于阀值10%,node_70
39,SYS_5,2019-06-23 08:42:20,0,分区剩余空间小于阀值10%,node_60
40,SYS_1,2019-06-23 08:42:20,0,网卡接收流量过高,node_0
41,SYS_6,2019-06-23 08:42:23,0,CPUStealTime持续5分钟超过10%,node_56
42,SYS_8,2019-06-23 08:42:24,0,CPUStealTime持续5分钟超过10%,node_95
43,SYS_8,2019-06-23 08:42:25,0,"ping丢包率100%,服务器宕机",node_71
44,SYS_9,2019-06-23 08:42:25,0,网卡发送流量过高,node_12
45,SYS_5,2019-06-23 08:42:25,0,url80//访问失败,node_14
46,SYS_4,2019-06-23 08:42:27,0,I/O等待负载持续15分钟超过10%,node_62
47,SYS_2,2019-06-23 08:42:29,0,分区剩余空间小于阀值10%,node_70
48,SYS_5,2019-06-23 08:42:30,0,分区剩余空间小于阀值10%,node_60
49,SYS_6,2019-06-23 08:42:32,0,HTTP:http慢响应,node_67
50,SYS_9,2019-06-23 08:42:33,0,网卡发送流量过高,node_16
51,SYS_9,2019-06-23 08:42:34,0,I/O等待负载大于50%,node_47
52,SYS_5,2019-06-23 08:42:35,0,****请求延时大于5分钟,node_76
53,SYS_4,2019-06-23 08:42:37,0,I/O等待负载持续15分钟超过10%,node_62
54,SYS_2,2019-06-23 08:42:39,0,分区剩余空间小于阀值10%,node_70
55,SYS_9,2019-06-23 08:42:39,0,****请求延时大于5分钟,node_92
56,SYS_7,2019-06-23 08:42:43,0,JBOSS8080端口的连接数大于400,node_53
57,SYS_6,2019-06-23 08:42:43,0,CPUStealTime持续5分钟超过10%,node_56
58,SYS_9,2019-06-23 08:42:43,0,网卡发送流量过高,node_16
