,sysEname,time,is_root,trigger,node
0,SYS_1,2019-06-10 06:38:35,0,JBOSS8080端口的连接数大于400,node_73
1,SYS_2,2019-06-10 06:38:35,0,网卡发送流量过高,node_91
2,SYS_7,2019-06-10 06:38:35,0,CPU利用率过高,node_53
3,SYS_10,2019-06-10 06:38:36,0,FullGC次数异常,node_90
4,SYS_5,2019-06-10 06:38:39,0,CPUStealTime持续5分钟超过10%,node_26
5,SYS_2,2019-06-10 06:38:41,1,硬盘Slot00状态为Failed,node_70
6,SYS_4,2019-06-10 06:38:42,0,空闲交换空间小于50%,node_69
7,SYS_8,2019-06-10 06:38:45,0,ping丢包率当前值为25%，持续2分钟平均大于20%,node_10
8,SYS_9,2019-06-10 06:38:46,0,CPU利用率过高,node_75
9,SYS_8,2019-06-10 06:38:48,0,端口80通信异常,node_49
10,SYS_9,2019-06-10 06:38:48,0,"ping丢包率100%,服务器宕机",node_44
11,SYS_1,2019-06-10 06:38:49,0,ping丢包率当前值为25%，持续2分钟平均大于20%,node_50
12,SYS_5,2019-06-10 06:38:49,0,CPUStealTime持续5分钟超过10%,node_26
13,SYS_9,2019-06-10 06:38:51,0,CPUStealTime持续5分钟超过10%,node_92
14,SYS_1,2019-06-10 06:38:52,0,HTTP:http慢响应,node_4
15,SYS_8,2019-06-10 06:38:53,0,空闲交换空间小于50%,node_87
16,SYS_9,2019-06-10 06:38:53,0,ping丢包率当前值为25%，持续2分钟平均大于20%,node_68
17,SYS_7,2019-06-10 06:38:55,0,CPU利用率过高,node_53
18,SYS_6,2019-06-10 06:38:56,0,端口80通信异常,node_98
19,SYS_8,2019-06-10 06:38:56,0,I/O等待负载大于50%,node_71
20,SYS_9,2019-06-10 06:38:56,0,CPU利用率过高,node_75
21,SYS_5,2019-06-10 06:38:57,0,磁盘I/O异常,node_14
22,SYS_6,2019-06-10 06:39:01,0,端口6060通信异常,node_35
23,SYS_2,2019-06-10 06:39:01,1,硬盘Slot00状态为Failed,node_70
24,SYS_9,2019-06-10 06:39:01,0,CPUStealTime持续5分钟超过10%,node_92
25,SYS_3,2019-06-10 06:39:02,0,网卡接收流量过高,node_3
26,SYS_7,2019-06-10 06:39:04,0,I/O等待负载大于50%,node_61
27,SYS_9,2019-06-10 06:39:06,0,CPU利用率过高,node_75
28,SYS_3,2019-06-10 06:39:06,0,ping延迟时间持续3分钟大于100ms,node_39
29,SYS_9,2019-06-10 06:39:08,0,堆内存平均使用率大于阈值,node_80
30,SYS_9,2019-06-10 06:39:08,0,"ping丢包率100%,服务器宕机",node_44
31,SYS_1,2019-06-10 06:39:09,0,ping丢包率当前值为25%，持续2分钟平均大于20%,node_50
32,SYS_5,2019-06-10 06:39:09,0,CPUStealTime持续5分钟超过10%,node_26
33,SYS_2,2019-06-10 06:39:11,1,硬盘Slot00状态为Failed,node_70
34,SYS_6,2019-06-10 06:39:13,0,I/O等待负载持续15分钟超过10%,node_56
35,SYS_9,2019-06-10 06:39:14,0,磁盘I/O异常,node_66
36,SYS_9,2019-06-10 06:39:14,0,JBOSS8080端口的连接数大于400,node_75
37,SYS_9,2019-06-10 06:39:14,0,CPU利用率过高,node_80
38,SYS_9,2019-06-10 06:39:16,0,CPU利用率过高,node_75
39,SYS_9,2019-06-10 06:39:16,0,CPU利用率过高,node_12
40,SYS_9,2019-06-10 06:39:18,0,堆内存平均使用率大于阈值,node_80
41,SYS_9,2019-06-10 06:39:18,0,"ping丢包率100%,服务器宕机",node_44
42,SYS_5,2019-06-10 06:39:19,0,CPUStealTime持续5分钟超过10%,node_26
43,SYS_5,2019-06-10 06:39:22,0,硬盘Slot00状态为Failed,node_6
44,SYS_9,2019-06-10 06:39:24,0,CPU利用率过高,node_80
45,SYS_7,2019-06-10 06:39:24,0,url80//访问失败,node_23
46,SYS_9,2019-06-10 06:39:24,0,磁盘I/O异常,node_66
47,SYS_4,2019-06-10 06:39:25,0,日志报错:无法获取连接,node_5
48,SYS_9,2019-06-10 06:39:26,0,CPU利用率过高,node_12
49,SYS_10,2019-06-10 06:39:26,0,FullGC次数异常,node_90
50,SYS_8,2019-06-10 06:39:26,0,I/O等待负载大于50%,node_71
51,SYS_9,2019-06-10 06:39:26,0,CPU利用率过高,node_75
52,SYS_9,2019-06-10 06:39:27,0,磁盘I/O异常,node_80
53,SYS_6,2019-06-10 06:39:29,0,网卡接收流量过高,node_46
54,SYS_1,2019-06-10 06:39:29,0,ping丢包率当前值为25%，持续2分钟平均大于20%,node_50
55,SYS_5,2019-06-10 06:39:31,0,网卡发送流量过高,node_85
56,SYS_9,2019-06-10 06:39:31,0,CPUStealTime持续5分钟超过10%,node_92
57,SYS_10,2019-06-10 06:39:32,0,ping延迟时间持续3分钟大于100ms,node_11
58,SYS_9,2019-06-10 06:39:34,0,CPU利用率过高,node_80
59,SYS_9,2019-06-10 06:39:34,0,磁盘I/O异常,node_66
60,SYS_7,2019-06-10 06:39:35,0,CPU利用率过高,node_53
61,SYS_10,2019-06-10 06:39:36,0,FullGC次数异常,node_90
62,SYS_3,2019-06-10 06:39:36,0,ping延迟时间持续3分钟大于100ms,node_39
63,SYS_5,2019-06-10 06:39:39,0,CPUStealTime持续5分钟超过10%,node_26
64,SYS_9,2019-06-10 06:39:41,0,CPUStealTime持续5分钟超过10%,node_92
65,SYS_6,2019-06-10 06:39:41,0,端口6060通信异常,node_35
66,SYS_5,2019-06-10 06:39:41,0,网卡发送流量过高,node_85
67,SYS_5,2019-06-10 06:39:43,0,I/O等待负载持续15分钟超过10%,node_2
68,SYS_9,2019-06-10 06:39:44,0,CPU利用率过高,node_80
69,SYS_9,2019-06-10 06:39:44,0,磁盘I/O异常,node_66
70,SYS_8,2019-06-10 06:39:46,0,I/O等待负载大于50%,node_71
71,SYS_9,2019-06-10 06:39:46,0,CPU利用率过高,node_75
72,SYS_3,2019-06-10 06:39:47,0,**application停止运行,node_94
73,SYS_9,2019-06-10 06:39:47,0,空闲交换空间小于50%,node_78
74,SYS_4,2019-06-10 06:39:48,0,网卡接收流量过高,node_27
75,SYS_9,2019-06-10 06:39:51,0,ping延迟时间持续3分钟大于100ms,node_16
76,SYS_9,2019-06-10 06:39:51,0,日志产生ERROR信息,node_68
77,SYS_2,2019-06-10 06:39:51,1,硬盘Slot00状态为Failed,node_70
78,SYS_9,2019-06-10 06:39:51,0,I/O等待负载持续15分钟超过10%,node_78
79,SYS_9,2019-06-10 06:39:51,0,磁盘I/O异常,node_92
80,SYS_5,2019-06-10 06:39:52,0,硬盘Slot00状态为Failed,node_6
81,SYS_2,2019-06-10 06:39:54,0,**application停止运行,node_8
82,SYS_1,2019-06-10 06:39:54,0,日志产生ERROR信息,node_93
83,SYS_8,2019-06-10 06:39:55,0,ping丢包率当前值为25%，持续2分钟平均大于20%,node_10
84,SYS_9,2019-06-10 06:39:56,0,CPU利用率过高,node_75
85,SYS_10,2019-06-10 06:39:56,0,FullGC次数异常,node_90
86,SYS_3,2019-06-10 06:39:56,0,ping延迟时间持续3分钟大于100ms,node_39
87,SYS_5,2019-06-10 06:39:57,0,磁盘I/O异常,node_14
88,SYS_6,2019-06-10 06:39:59,0,网卡接收流量过高,node_46
89,SYS_5,2019-06-10 06:40:01,0,网卡发送流量过高,node_85
90,SYS_2,2019-06-10 06:40:01,1,硬盘Slot00状态为Failed,node_70
91,SYS_9,2019-06-10 06:40:04,0,CPU利用率过高,node_80
92,SYS_9,2019-06-10 06:40:04,0,磁盘I/O异常,node_66
93,SYS_9,2019-06-10 06:40:06,0,CPU利用率过高,node_12
94,SYS_5,2019-06-10 06:40:07,0,磁盘I/O异常,node_14
95,SYS_3,2019-06-10 06:40:07,0,**application停止运行,node_94
96,SYS_8,2019-06-10 06:40:08,0,端口80通信异常,node_49
97,SYS_5,2019-06-10 06:40:09,0,CPUStealTime持续5分钟超过10%,node_26
98,SYS_5,2019-06-10 06:40:11,0,网卡发送流量过高,node_85
99,SYS_8,2019-06-10 06:40:13,0,空闲交换空间小于50%,node_87
100,SYS_8,2019-06-10 06:40:13,0,"ping丢包率100%,服务器宕机",node_43
101,SYS_9,2019-06-10 06:40:14,0,CPU利用率过高,node_80
102,SYS_9,2019-06-10 06:40:14,0,磁盘I/O异常,node_66
103,SYS_9,2019-06-10 06:40:16,0,CPU利用率过高,node_75
104,SYS_4,2019-06-10 06:40:18,0,网卡接收流量过高,node_27
105,SYS_6,2019-06-10 06:40:19,0,网卡接收流量过高,node_46
106,SYS_5,2019-06-10 06:40:19,0,CPUStealTime持续5分钟超过10%,node_26
107,SYS_9,2019-06-10 06:40:21,0,I/O等待负载持续15分钟超过10%,node_78
108,SYS_2,2019-06-10 06:40:21,1,硬盘Slot00状态为Failed,node_70
109,SYS_9,2019-06-10 06:40:21,0,磁盘I/O异常,node_92
110,SYS_9,2019-06-10 06:40:21,0,ping延迟时间持续3分钟大于100ms,node_16
111,SYS_9,2019-06-10 06:40:21,0,日志产生ERROR信息,node_68
112,SYS_5,2019-06-10 06:40:24,0,硬盘Slot00状态为Failed,node_65
113,SYS_9,2019-06-10 06:40:24,0,JBOSS8080端口的连接数大于400,node_75
114,SYS_9,2019-06-10 06:40:24,0,CPU利用率过高,node_80
115,SYS_9,2019-06-10 06:40:24,0,磁盘I/O异常,node_66
116,SYS_2,2019-06-10 06:40:24,0,**application停止运行,node_8
117,SYS_7,2019-06-10 06:40:25,0,CPU利用率过高,node_53
118,SYS_10,2019-06-10 06:40:26,0,FullGC次数异常,node_90
119,SYS_5,2019-06-10 06:40:27,0,磁盘I/O异常,node_14
120,SYS_1,2019-06-10 06:40:28,0,堆内存平均使用率大于阈值,node_31
121,SYS_9,2019-06-10 06:40:29,0,网卡流量unknown,node_66
122,SYS_6,2019-06-10 06:40:30,0,日志产生ERROR信息,node_67
123,SYS_2,2019-06-10 06:40:31,1,硬盘Slot00状态为Failed,node_70
124,SYS_4,2019-06-10 06:40:32,0,空闲交换空间小于50%,node_69
125,SYS_9,2019-06-10 06:40:34,0,磁盘I/O异常,node_66
126,SYS_9,2019-06-10 06:40:34,0,CPU利用率过高,node_80
127,SYS_7,2019-06-10 06:40:35,0,CPU利用率过高,node_53
128,SYS_9,2019-06-10 06:40:35,0,Nginx80端口的连接数大于2000,node_66
129,SYS_6,2019-06-10 06:40:36,0,端口80通信异常,node_98
130,SYS_9,2019-06-10 06:40:36,0,CPU利用率过高,node_75
131,SYS_9,2019-06-10 06:40:37,0,磁盘I/O异常,node_80
132,SYS_5,2019-06-10 06:40:39,0,CPUStealTime持续5分钟超过10%,node_26
133,SYS_1,2019-06-10 06:40:39,0,ping丢包率当前值为25%，持续2分钟平均大于20%,node_50
134,SYS_6,2019-06-10 06:40:40,0,日志产生ERROR信息,node_67
135,SYS_10,2019-06-10 06:40:41,0,端口6060通信异常,node_42
136,SYS_3,2019-06-10 06:40:42,0,网卡接收流量过高,node_3
137,SYS_9,2019-06-10 06:40:44,0,磁盘I/O异常,node_66
138,SYS_2,2019-06-10 06:40:44,0,**application停止运行,node_8
139,SYS_9,2019-06-10 06:40:44,0,CPU利用率过高,node_80
140,SYS_2,2019-06-10 06:40:45,0,网卡发送流量过高,node_91
141,SYS_9,2019-06-10 06:40:46,0,CPU利用率过高,node_12
142,SYS_3,2019-06-10 06:40:46,0,ping延迟时间持续3分钟大于100ms,node_39
143,SYS_9,2019-06-10 06:40:47,0,磁盘I/O异常,node_80
144,SYS_3,2019-06-10 06:40:47,0,**application停止运行,node_94
145,SYS_8,2019-06-10 06:40:48,0,端口80通信异常,node_49
146,SYS_2,2019-06-10 06:40:51,1,硬盘Slot00状态为Failed,node_70
147,SYS_9,2019-06-10 06:40:54,0,CPU利用率过高,node_80
148,SYS_9,2019-06-10 06:40:54,0,磁盘I/O异常,node_66
149,SYS_7,2019-06-10 06:40:54,0,url80//访问失败,node_23
150,SYS_7,2019-06-10 06:40:55,0,CPU利用率过高,node_53
151,SYS_8,2019-06-10 06:40:55,0,ping丢包率当前值为25%，持续2分钟平均大于20%,node_10
152,SYS_9,2019-06-10 06:40:55,0,Nginx80端口的连接数大于2000,node_66
153,SYS_4,2019-06-10 06:40:55,0,日志报错:无法获取连接,node_5
154,SYS_3,2019-06-10 06:40:56,0,ping延迟时间持续3分钟大于100ms,node_39
155,SYS_9,2019-06-10 06:40:56,0,分区剩余空间小于阀值10%,node_16
156,SYS_8,2019-06-10 06:40:56,0,I/O等待负载大于50%,node_71
157,SYS_2,2019-06-10 06:40:58,0,日志中有OutOfMemoryError信息,node_21
158,SYS_9,2019-06-10 06:41:01,0,I/O等待负载持续15分钟超过10%,node_78
159,SYS_9,2019-06-10 06:41:01,0,磁盘I/O异常,node_92
160,SYS_2,2019-06-10 06:41:01,1,硬盘Slot00状态为Failed,node_70
161,SYS_9,2019-06-10 06:41:01,0,ping延迟时间持续3分钟大于100ms,node_16
162,SYS_9,2019-06-10 06:41:01,0,日志产生ERROR信息,node_68
163,SYS_5,2019-06-10 06:41:02,0,堆内存平均使用率大于阈值,node_76
164,SYS_5,2019-06-10 06:41:02,0,硬盘Slot00状态为Failed,node_6
165,SYS_3,2019-06-10 06:41:02,0,网卡接收流量过高,node_3
166,SYS_8,2019-06-10 06:41:03,0,"ping丢包率100%,服务器宕机",node_43
167,SYS_7,2019-06-10 06:41:04,0,url80//访问失败,node_23
168,SYS_2,2019-06-10 06:41:05,0,网卡发送流量过高,node_91
169,SYS_9,2019-06-10 06:41:06,0,分区剩余空间小于阀值10%,node_16
170,SYS_9,2019-06-10 06:41:06,0,CPU利用率过高,node_75
171,SYS_8,2019-06-10 06:41:06,0,I/O等待负载大于50%,node_71
172,SYS_5,2019-06-10 06:41:07,0,磁盘I/O异常,node_14
173,SYS_1,2019-06-10 06:41:10,0,端口6060通信异常,node_58
174,SYS_6,2019-06-10 06:41:10,0,日志产生ERROR信息,node_67
175,SYS_9,2019-06-10 06:41:11,0,I/O等待负载持续15分钟超过10%,node_78
176,SYS_9,2019-06-10 06:41:11,0,磁盘I/O异常,node_92
177,SYS_2,2019-06-10 06:41:11,1,硬盘Slot00状态为Failed,node_70
178,SYS_9,2019-06-10 06:41:11,0,ping延迟时间持续3分钟大于100ms,node_16
179,SYS_9,2019-06-10 06:41:11,0,日志产生ERROR信息,node_68
180,SYS_4,2019-06-10 06:41:12,0,空闲交换空间小于50%,node_69
181,SYS_9,2019-06-10 06:41:14,0,JBOSS8080端口的连接数大于400,node_75
182,SYS_9,2019-06-10 06:41:14,0,磁盘I/O异常,node_66
183,SYS_5,2019-06-10 06:41:14,0,硬盘Slot00状态为Failed,node_65
184,SYS_9,2019-06-10 06:41:14,0,CPU利用率过高,node_80
185,SYS_5,2019-06-10 06:41:19,0,CPUStealTime持续5分钟超过10%,node_26
186,SYS_6,2019-06-10 06:41:19,0,网卡接收流量过高,node_46
187,SYS_9,2019-06-10 06:41:21,0,磁盘I/O异常,node_92
188,SYS_9,2019-06-10 06:41:21,0,ping延迟时间持续3分钟大于100ms,node_16
189,SYS_9,2019-06-10 06:41:21,0,日志产生ERROR信息,node_68
190,SYS_9,2019-06-10 06:41:21,0,I/O等待负载持续15分钟超过10%,node_78
191,SYS_2,2019-06-10 06:41:21,1,硬盘Slot00状态为Failed,node_70
192,SYS_6,2019-06-10 06:41:22,0,**application停止运行,node_48
193,SYS_5,2019-06-10 06:41:24,0,FullGC平均耗时异常,node_60
194,SYS_1,2019-06-10 06:41:24,0,日志产生ERROR信息,node_93
195,SYS_9,2019-06-10 06:41:24,0,CPU利用率过高,node_80
196,SYS_9,2019-06-10 06:41:24,0,磁盘I/O异常,node_66
197,SYS_9,2019-06-10 06:41:25,0,Nginx80端口的连接数大于2000,node_66
198,SYS_7,2019-06-10 06:41:25,0,CPU利用率过高,node_53
199,SYS_8,2019-06-10 06:41:26,0,I/O等待负载大于50%,node_71
200,SYS_5,2019-06-10 06:41:29,0,CPUStealTime持续5分钟超过10%,node_26
201,SYS_1,2019-06-10 06:41:30,0,端口6060通信异常,node_58
202,SYS_5,2019-06-10 06:41:32,0,堆内存平均使用率大于阈值,node_76
203,SYS_1,2019-06-10 06:41:32,0,HTTP:http慢响应,node_4
204,SYS_6,2019-06-10 06:41:33,0,I/O等待负载持续15分钟超过10%,node_56
205,SYS_1,2019-06-10 06:41:34,0,日志产生ERROR信息,node_93
206,SYS_9,2019-06-10 06:41:34,0,磁盘I/O异常,node_66
207,SYS_9,2019-06-10 06:41:34,0,JBOSS8080端口的连接数大于400,node_75
208,SYS_9,2019-06-10 06:41:34,0,CPU利用率过高,node_80
209,SYS_1,2019-06-10 06:41:35,0,JBOSS8080端口的连接数大于400,node_73
210,SYS_6,2019-06-10 06:41:36,0,端口80通信异常,node_98
211,SYS_9,2019-06-10 06:41:36,0,CPU利用率过高,node_75
212,SYS_5,2019-06-10 06:41:37,0,磁盘I/O异常,node_14
213,SYS_6,2019-06-10 06:41:39,0,网卡接收流量过高,node_46
214,SYS_9,2019-06-10 06:41:41,0,日志产生ERROR信息,node_68
215,SYS_9,2019-06-10 06:41:41,0,I/O等待负载持续15分钟超过10%,node_78
216,SYS_9,2019-06-10 06:41:41,0,ping延迟时间持续3分钟大于100ms,node_16
217,SYS_9,2019-06-10 06:41:41,0,磁盘I/O异常,node_92
218,SYS_10,2019-06-10 06:41:41,0,端口6060通信异常,node_42
219,SYS_5,2019-06-10 06:41:42,0,堆内存平均使用率大于阈值,node_76
220,SYS_9,2019-06-10 06:41:44,0,磁盘I/O异常,node_66
221,SYS_1,2019-06-10 06:41:44,0,日志产生ERROR信息,node_0
222,SYS_9,2019-06-10 06:41:44,0,CPU利用率过高,node_80
