,sysEname,time,is_root,trigger,node
0,SYS_6,2019-06-15 05:10:15,0,url80//访问失败,node_32
1,SYS_3,2019-06-15 05:10:17,0,日志中有OutOfMemoryError信息,node_86
2,SYS_2,2019-06-15 05:10:19,0,网卡流量unknown,node_37
3,SYS_9,2019-06-15 05:10:20,0,端口6060通信异常,node_68
4,SYS_4,2019-06-15 05:10:21,0,日志产生ERROR信息,node_36
5,SYS_1,2019-06-15 05:10:22,0,端口80通信异常,node_73
6,SYS_4,2019-06-15 05:10:24,1,端口80通信异常,node_19
7,SYS_9,2019-06-15 05:10:24,0,日志中有OutOfMemoryError信息,node_92
8,SYS_3,2019-06-15 05:10:27,0,日志中有OutOfMemoryError信息,node_86
9,SYS_1,2019-06-15 05:10:27,0,****请求延时大于5分钟,node_33
10,SYS_10,2019-06-15 05:10:27,0,网卡发送流量过高,node_29
11,SYS_6,2019-06-15 05:10:35,0,端口6060通信异常,node_98
12,SYS_2,2019-06-15 05:10:36,0,网卡发送流量过高,node_7
13,SYS_4,2019-06-15 05:10:38,0,I/O等待负载大于50%,node_34
14,SYS_4,2019-06-15 05:10:38,0,CPUStealTime持续5分钟超过10%,node_72
15,SYS_4,2019-06-15 05:10:38,0,CPUStealTime持续5分钟超过10%,node_36
16,SYS_4,2019-06-15 05:10:38,0,I/O等待负载大于50%,node_81
17,SYS_7,2019-06-15 05:10:39,0,空闲交换空间小于50%,node_89
18,SYS_4,2019-06-15 05:10:39,0,日志产生ERROR信息,node_34
19,SYS_10,2019-06-15 05:10:43,0,日志中有OutOfMemoryError信息,node_64
20,SYS_9,2019-06-15 05:10:44,0,日志中有OutOfMemoryError信息,node_92
21,SYS_8,2019-06-15 05:10:44,0,网卡发送流量过高,node_84
22,SYS_4,2019-06-15 05:10:44,0,"ping丢包率100%,服务器宕机",node_27
23,SYS_9,2019-06-15 05:10:45,0,网卡接收流量过高,node_12
24,SYS_2,2019-06-15 05:10:45,0,端口80通信异常,node_70
25,SYS_8,2019-06-15 05:10:47,0,url8080访问失败,node_43
26,SYS_1,2019-06-15 05:10:47,0,****请求延时大于5分钟,node_33
27,SYS_4,2019-06-15 05:10:48,0,CPUStealTime持续5分钟超过10%,node_72
28,SYS_4,2019-06-15 05:10:48,0,I/O等待负载大于50%,node_81
29,SYS_4,2019-06-15 05:10:48,0,CPUStealTime持续5分钟超过10%,node_36
30,SYS_4,2019-06-15 05:10:48,0,I/O等待负载大于50%,node_34
31,SYS_1,2019-06-15 05:10:52,0,端口80通信异常,node_73
32,SYS_2,2019-06-15 05:10:52,0,网卡接收流量过高,node_30
33,SYS_9,2019-06-15 05:10:53,0,Nginx80端口的连接数大于2000,node_78
34,SYS_9,2019-06-15 05:10:54,0,日志中有OutOfMemoryError信息,node_92
35,SYS_2,2019-06-15 05:10:55,0,端口80通信异常,node_70
36,SYS_6,2019-06-15 05:10:55,0,端口6060通信异常,node_98
37,SYS_10,2019-06-15 05:10:56,0,url80//访问失败,node_40
38,SYS_4,2019-06-15 05:10:57,0,HTTP:http慢响应,node_81
39,SYS_1,2019-06-15 05:10:57,0,****请求延时大于5分钟,node_33
40,SYS_4,2019-06-15 05:10:59,0,I/O等待负载大于50%,node_62
41,SYS_6,2019-06-15 05:11:00,0,CPUStealTime持续5分钟超过10%,node_1
42,SYS_2,2019-06-15 05:11:02,0,网卡接收流量过高,node_30
43,SYS_5,2019-06-15 05:11:05,0,日志报错:无法获取连接,node_14
44,SYS_4,2019-06-15 05:11:06,0,I/O等待负载持续15分钟超过10%,node_69
45,SYS_2,2019-06-15 05:11:06,0,网卡发送流量过高,node_7
46,SYS_4,2019-06-15 05:11:09,0,I/O等待负载大于50%,node_62
47,SYS_4,2019-06-15 05:11:11,0,日志产生ERROR信息,node_72
48,SYS_7,2019-06-15 05:11:12,0,I/O等待负载持续15分钟超过10%,node_24
49,SYS_5,2019-06-15 05:11:17,0,HTTP:http慢响应,node_26
50,SYS_4,2019-06-15 05:11:19,0,I/O等待负载大于50%,node_62
51,SYS_10,2019-06-15 05:11:20,0,硬盘Slot00状态为Failed,node_90
52,SYS_5,2019-06-15 05:11:23,0,分区剩余空间小于阀值10%,node_74
53,SYS_9,2019-06-15 05:11:24,0,硬盘Slot00状态为Failed,node_44
54,SYS_4,2019-06-15 05:11:24,0,"ping丢包率100%,服务器宕机",node_27
55,SYS_8,2019-06-15 05:11:24,0,网卡发送流量过高,node_84
56,SYS_10,2019-06-15 05:11:27,0,网卡发送流量过高,node_29
57,SYS_4,2019-06-15 05:11:28,0,CPUStealTime持续5分钟超过10%,node_72
58,SYS_4,2019-06-15 05:11:28,0,I/O等待负载大于50%,node_34
59,SYS_4,2019-06-15 05:11:28,0,I/O等待负载大于50%,node_81
60,SYS_4,2019-06-15 05:11:28,0,CPUStealTime持续5分钟超过10%,node_36
61,SYS_2,2019-06-15 05:11:28,0,ping延迟时间持续3分钟大于100ms,node_18
62,SYS_2,2019-06-15 05:11:29,0,网卡流量unknown,node_37
63,SYS_4,2019-06-15 05:11:29,0,I/O等待负载大于50%,node_62
64,SYS_4,2019-06-15 05:11:31,0,日志产生ERROR信息,node_36
65,SYS_7,2019-06-15 05:11:32,0,I/O等待负载持续15分钟超过10%,node_24
66,SYS_2,2019-06-15 05:11:32,0,网卡接收流量过高,node_30
