,sysEname,time,is_root,trigger,node
0,SYS_2,2019-06-24 17:04:27,0,网卡流量unknown,node_91
1,SYS_3,2019-06-24 17:04:27,0,**application停止运行,node_3
2,SYS_9,2019-06-24 17:04:27,0,堆内存平均使用率大于阈值,node_68
3,SYS_6,2019-06-24 17:04:28,1,日志中有OutOfMemoryError信息,node_32
4,SYS_5,2019-06-24 17:04:30,0,**application停止运行,node_74
5,SYS_5,2019-06-24 17:04:32,0,FullGC次数异常,node_82
6,SYS_8,2019-06-24 17:04:33,0,网卡接收流量过高,node_43
7,SYS_10,2019-06-24 17:04:34,0,网卡发送流量过高,node_90
8,SYS_1,2019-06-24 17:04:36,0,"ping丢包率100%,服务器宕机",node_50
9,SYS_5,2019-06-24 17:04:36,0,I/O等待负载大于50%,node_76
10,SYS_4,2019-06-24 17:04:36,0,网卡接收流量过高,node_27
11,SYS_8,2019-06-24 17:04:37,0,堆内存平均使用率大于阈值,node_88
12,SYS_2,2019-06-24 17:04:37,0,磁盘I/O异常,node_30
13,SYS_6,2019-06-24 17:04:38,1,日志中有OutOfMemoryError信息,node_32
14,SYS_1,2019-06-24 17:04:39,0,硬盘Slot00状态为Failed,node_0
15,SYS_5,2019-06-24 17:04:44,0,日志产生ERROR信息,node_14
16,SYS_6,2019-06-24 17:04:47,0,I/O等待负载持续15分钟超过10%,node_56
17,SYS_3,2019-06-24 17:04:47,0,**application停止运行,node_3
18,SYS_6,2019-06-24 17:04:47,0,CPUStealTime持续5分钟超过10%,node_67
19,SYS_10,2019-06-24 17:04:49,0,网卡发送流量过高,node_96
20,SYS_5,2019-06-24 17:04:49,0,I/O等待负载持续15分钟超过10%,node_85
21,SYS_3,2019-06-24 17:04:49,0,HTTP:http慢响应,node_86
22,SYS_5,2019-06-24 17:04:49,0,CPU利用率过高,node_74
23,SYS_5,2019-06-24 17:04:49,0,HTTP:http慢响应,node_82
24,SYS_3,2019-06-24 17:04:49,0,I/O等待负载持续15分钟超过10%,node_94
25,SYS_3,2019-06-24 17:04:49,0,I/O等待负载大于50%,node_39
26,SYS_5,2019-06-24 17:04:50,0,**application停止运行,node_74
27,SYS_8,2019-06-24 17:04:53,0,网卡接收流量过高,node_43
28,SYS_9,2019-06-24 17:04:57,0,****请求延时大于5分钟,node_22
29,SYS_6,2019-06-24 17:04:57,0,I/O等待负载持续15分钟超过10%,node_56
30,SYS_2,2019-06-24 17:04:57,0,磁盘I/O异常,node_30
31,SYS_10,2019-06-24 17:04:57,0,堆内存平均使用率大于阈值,node_11
32,SYS_6,2019-06-24 17:04:57,0,CPUStealTime持续5分钟超过10%,node_67
33,SYS_9,2019-06-24 17:04:57,0,网卡发送流量过高,node_92
34,SYS_10,2019-06-24 17:05:01,0,分区剩余空间小于阀值10%,node_40
35,SYS_5,2019-06-24 17:05:02,0,FullGC次数异常,node_82
36,SYS_9,2019-06-24 17:05:03,0,ping丢包率当前值为25%，持续2分钟平均大于20%,node_66
37,SYS_4,2019-06-24 17:05:06,0,网卡接收流量过高,node_27
38,SYS_6,2019-06-24 17:05:07,0,I/O等待负载持续15分钟超过10%,node_56
39,SYS_6,2019-06-24 17:05:07,0,CPUStealTime持续5分钟超过10%,node_67
40,SYS_3,2019-06-24 17:05:09,0,I/O等待负载大于50%,node_39
41,SYS_3,2019-06-24 17:05:09,0,I/O等待负载持续15分钟超过10%,node_94
42,SYS_5,2019-06-24 17:05:09,0,CPU利用率过高,node_74
43,SYS_3,2019-06-24 17:05:09,0,HTTP:http慢响应,node_86
44,SYS_5,2019-06-24 17:05:09,0,I/O等待负载持续15分钟超过10%,node_85
45,SYS_5,2019-06-24 17:05:09,0,HTTP:http慢响应,node_82
46,SYS_8,2019-06-24 17:05:13,0,网卡接收流量过高,node_43
47,SYS_5,2019-06-24 17:05:13,0,网卡发送流量过高,node_74
48,SYS_6,2019-06-24 17:05:14,0,FullGC次数异常,node_25
49,SYS_5,2019-06-24 17:05:14,0,空闲交换空间小于50%,node_82
50,SYS_4,2019-06-24 17:05:16,0,网卡接收流量过高,node_27
51,SYS_2,2019-06-24 17:05:17,0,网卡流量unknown,node_91
52,SYS_9,2019-06-24 17:05:17,0,堆内存平均使用率大于阈值,node_68
53,SYS_3,2019-06-24 17:05:17,0,**application停止运行,node_3
54,SYS_6,2019-06-24 17:05:18,1,日志中有OutOfMemoryError信息,node_32
55,SYS_3,2019-06-24 17:05:19,0,I/O等待负载大于50%,node_39
56,SYS_3,2019-06-24 17:05:19,0,HTTP:http慢响应,node_86
57,SYS_5,2019-06-24 17:05:19,0,HTTP:http慢响应,node_82
58,SYS_5,2019-06-24 17:05:19,0,CPU利用率过高,node_74
59,SYS_5,2019-06-24 17:05:19,0,I/O等待负载持续15分钟超过10%,node_85
60,SYS_3,2019-06-24 17:05:19,0,I/O等待负载持续15分钟超过10%,node_94
61,SYS_6,2019-06-24 17:05:24,0,ping延迟时间持续3分钟大于100ms,node_67
62,SYS_7,2019-06-24 17:05:25,0,****请求延时大于5分钟,node_89
63,SYS_9,2019-06-24 17:05:27,0,****请求延时大于5分钟,node_22
64,SYS_10,2019-06-24 17:05:27,0,堆内存平均使用率大于阈值,node_11
65,SYS_6,2019-06-24 17:05:28,1,日志中有OutOfMemoryError信息,node_32
66,SYS_5,2019-06-24 17:05:36,0,I/O等待负载大于50%,node_65
67,SYS_9,2019-06-24 17:05:37,0,****请求延时大于5分钟,node_22
68,SYS_10,2019-06-24 17:05:39,0,网卡发送流量过高,node_96
69,SYS_1,2019-06-24 17:05:43,0,FullGC平均耗时异常,node_58
70,SYS_1,2019-06-24 17:05:43,0,ping丢包率当前值为25%，持续2分钟平均大于20%,node_17
71,SYS_8,2019-06-24 17:05:44,0,I/O等待负载持续15分钟超过10%,node_79
72,SYS_3,2019-06-24 17:05:44,0,JBOSS8080端口的连接数大于400,node_86
73,SYS_8,2019-06-24 17:05:45,0,日志产生ERROR信息,node_71
74,SYS_4,2019-06-24 17:05:46,0,网卡接收流量过高,node_27
75,SYS_2,2019-06-24 17:05:47,0,网卡流量unknown,node_91
76,SYS_6,2019-06-24 17:05:48,1,日志中有OutOfMemoryError信息,node_32
77,SYS_5,2019-06-24 17:05:49,0,CPU利用率过高,node_74
78,SYS_5,2019-06-24 17:05:49,0,I/O等待负载持续15分钟超过10%,node_85
79,SYS_3,2019-06-24 17:05:49,0,HTTP:http慢响应,node_86
80,SYS_3,2019-06-24 17:05:49,0,I/O等待负载持续15分钟超过10%,node_94
81,SYS_10,2019-06-24 17:05:49,0,网卡发送流量过高,node_96
82,SYS_3,2019-06-24 17:05:49,0,I/O等待负载大于50%,node_39
83,SYS_5,2019-06-24 17:05:49,0,HTTP:http慢响应,node_82
84,SYS_8,2019-06-24 17:05:50,0,Nginx80端口的连接数大于2000,node_87
85,SYS_8,2019-06-24 17:05:53,0,网卡接收流量过高,node_43
86,SYS_5,2019-06-24 17:05:54,0,空闲交换空间小于50%,node_82
87,SYS_10,2019-06-24 17:05:54,0,网卡发送流量过高,node_90
88,SYS_1,2019-06-24 17:05:56,0,"ping丢包率100%,服务器宕机",node_50
89,SYS_6,2019-06-24 17:05:57,0,I/O等待负载持续15分钟超过10%,node_56
90,SYS_6,2019-06-24 17:05:57,0,CPUStealTime持续5分钟超过10%,node_67
91,SYS_7,2019-06-24 17:05:57,0,分区剩余空间小于阀值10%,node_23
92,SYS_6,2019-06-24 17:05:58,1,日志中有OutOfMemoryError信息,node_32
93,SYS_8,2019-06-24 17:06:04,0,I/O等待负载持续15分钟超过10%,node_79
94,SYS_8,2019-06-24 17:06:05,0,日志产生ERROR信息,node_71
95,SYS_5,2019-06-24 17:06:06,0,I/O等待负载大于50%,node_76
96,SYS_10,2019-06-24 17:06:07,0,堆内存平均使用率大于阈值,node_11
97,SYS_2,2019-06-24 17:06:07,0,磁盘I/O异常,node_30
98,SYS_6,2019-06-24 17:06:08,1,日志中有OutOfMemoryError信息,node_32
99,SYS_6,2019-06-24 17:06:08,0,网卡发送流量过高,node_32
100,SYS_10,2019-06-24 17:06:09,0,网卡发送流量过高,node_96
101,SYS_3,2019-06-24 17:06:09,0,I/O等待负载大于50%,node_39
102,SYS_5,2019-06-24 17:06:09,0,CPU利用率过高,node_74
103,SYS_3,2019-06-24 17:06:09,0,HTTP:http慢响应,node_86
104,SYS_5,2019-06-24 17:06:09,0,HTTP:http慢响应,node_82
105,SYS_3,2019-06-24 17:06:09,0,I/O等待负载持续15分钟超过10%,node_94
106,SYS_5,2019-06-24 17:06:09,0,I/O等待负载持续15分钟超过10%,node_85
107,SYS_8,2019-06-24 17:06:17,0,堆内存平均使用率大于阈值,node_88
108,SYS_2,2019-06-24 17:06:17,0,网卡流量unknown,node_91
109,SYS_6,2019-06-24 17:06:18,1,日志中有OutOfMemoryError信息,node_32
110,SYS_8,2019-06-24 17:06:20,0,Nginx80端口的连接数大于2000,node_87
111,SYS_6,2019-06-24 17:06:23,0,日志报错:无法获取连接,node_32
112,SYS_5,2019-06-24 17:06:24,0,空闲交换空间小于50%,node_82
113,SYS_10,2019-06-24 17:06:25,0,FullGC次数异常,node_52
114,SYS_8,2019-06-24 17:06:25,0,日志产生ERROR信息,node_71
115,SYS_2,2019-06-24 17:06:25,0,FullGC次数异常,node_8
116,SYS_4,2019-06-24 17:06:26,0,网卡接收流量过高,node_27
117,SYS_2,2019-06-24 17:06:27,0,磁盘I/O异常,node_30
118,SYS_9,2019-06-24 17:06:27,0,ping延迟时间持续3分钟大于100ms,node_75
119,SYS_10,2019-06-24 17:06:27,0,堆内存平均使用率大于阈值,node_11
120,SYS_5,2019-06-24 17:06:30,0,**application停止运行,node_74
121,SYS_7,2019-06-24 17:06:30,0,端口80通信异常,node_63
122,SYS_6,2019-06-24 17:06:33,0,日志报错:无法获取连接,node_32
123,SYS_6,2019-06-24 17:06:34,0,ping延迟时间持续3分钟大于100ms,node_67
124,SYS_5,2019-06-24 17:06:36,0,I/O等待负载大于50%,node_76
125,SYS_9,2019-06-24 17:06:37,0,****请求延时大于5分钟,node_22
126,SYS_6,2019-06-24 17:06:37,0,I/O等待负载持续15分钟超过10%,node_56
127,SYS_6,2019-06-24 17:06:37,0,CPUStealTime持续5分钟超过10%,node_67
128,SYS_6,2019-06-24 17:06:38,0,网卡发送流量过高,node_32
129,SYS_1,2019-06-24 17:06:43,0,FullGC平均耗时异常,node_58
130,SYS_8,2019-06-24 17:06:43,0,网卡接收流量过高,node_43
131,SYS_2,2019-06-24 17:06:43,0,**application停止运行,node_21
132,SYS_5,2019-06-24 17:06:44,0,空闲交换空间小于50%,node_82
133,SYS_2,2019-06-24 17:06:45,0,FullGC次数异常,node_8
134,SYS_9,2019-06-24 17:06:47,0,****请求延时大于5分钟,node_22
135,SYS_2,2019-06-24 17:06:47,0,网卡流量unknown,node_91
136,SYS_3,2019-06-24 17:06:49,0,HTTP:http慢响应,node_86
137,SYS_3,2019-06-24 17:06:49,0,I/O等待负载大于50%,node_39
138,SYS_5,2019-06-24 17:06:49,0,I/O等待负载持续15分钟超过10%,node_85
139,SYS_5,2019-06-24 17:06:49,0,CPU利用率过高,node_74
140,SYS_5,2019-06-24 17:06:49,0,HTTP:http慢响应,node_82
141,SYS_3,2019-06-24 17:06:49,0,I/O等待负载持续15分钟超过10%,node_94
142,SYS_5,2019-06-24 17:06:50,0,**application停止运行,node_74
143,SYS_1,2019-06-24 17:06:53,0,FullGC平均耗时异常,node_58
144,SYS_8,2019-06-24 17:06:53,0,网卡接收流量过高,node_43
145,SYS_8,2019-06-24 17:06:55,0,日志产生ERROR信息,node_71
146,SYS_2,2019-06-24 17:06:56,0,堆内存平均使用率大于阈值,node_55
147,SYS_6,2019-06-24 17:06:57,0,I/O等待负载持续15分钟超过10%,node_56
148,SYS_6,2019-06-24 17:06:57,0,CPUStealTime持续5分钟超过10%,node_67
149,SYS_6,2019-06-24 17:06:58,1,日志中有OutOfMemoryError信息,node_32
150,SYS_10,2019-06-24 17:07:01,0,分区剩余空间小于阀值10%,node_40
