,sysEname,time,is_root,trigger,node
0,SYS_1,2019-06-10 10:35:39,0,Nginx80端口的连接数大于2000,node_83
1,SYS_8,2019-06-10 10:35:43,0,磁盘I/O异常,node_71
2,SYS_1,2019-06-10 10:35:44,0,I/O等待负载持续15分钟超过10%,node_93
3,SYS_5,2019-06-10 10:35:44,0,FullGC次数异常,node_65
4,SYS_1,2019-06-10 10:35:45,0,CPUStealTime持续5分钟超过10%,node_33
5,SYS_1,2019-06-10 10:35:45,0,CPU利用率过高,node_17
6,SYS_1,2019-06-10 10:35:45,0,HTTP:http慢响应,node_83
7,SYS_4,2019-06-10 10:35:46,0,日志中有Noroutetohost信息,node_13
8,SYS_6,2019-06-10 10:35:47,0,****请求延时大于5分钟,node_1
9,SYS_3,2019-06-10 10:35:48,0,网卡发送流量过高,node_3
10,SYS_1,2019-06-10 10:35:50,0,I/O等待负载大于50%,node_50
11,SYS_2,2019-06-10 10:35:50,0,I/O等待负载大于50%,node_21
12,SYS_3,2019-06-10 10:35:50,0,I/O等待负载持续15分钟超过10%,node_97
13,SYS_1,2019-06-10 10:35:50,0,I/O等待负载大于50%,node_0
14,SYS_1,2019-06-10 10:35:50,0,CPUStealTime持续5分钟超过10%,node_58
15,SYS_1,2019-06-10 10:35:51,1,端口8080通信异常,node_31
16,SYS_5,2019-06-10 10:35:51,0,网卡接收流量过高,node_2
17,SYS_1,2019-06-10 10:35:51,0,网卡发送流量过高,node_73
18,SYS_1,2019-06-10 10:35:52,0,网卡接收流量过高,node_31
19,SYS_9,2019-06-10 10:35:54,0,ping延迟时间持续3分钟大于100ms,node_78
20,SYS_5,2019-06-10 10:35:54,0,FullGC次数异常,node_65
21,SYS_1,2019-06-10 10:35:55,0,CPU利用率过高,node_17
22,SYS_1,2019-06-10 10:35:55,0,HTTP:http慢响应,node_83
23,SYS_1,2019-06-10 10:35:55,0,CPUStealTime持续5分钟超过10%,node_33
24,SYS_6,2019-06-10 10:35:55,0,日志报错:无法获取连接,node_59
25,SYS_6,2019-06-10 10:35:57,0,****请求延时大于5分钟,node_1
26,SYS_3,2019-06-10 10:35:59,0,CPUStealTime持续5分钟超过10%,node_86
27,SYS_5,2019-06-10 10:36:00,0,CPU利用率过高,node_74
28,SYS_1,2019-06-10 10:36:00,0,I/O等待负载大于50%,node_50
29,SYS_1,2019-06-10 10:36:00,0,CPUStealTime持续5分钟超过10%,node_58
30,SYS_1,2019-06-10 10:36:00,0,I/O等待负载大于50%,node_0
