,sysEname,time,is_root,trigger,node
0,SYS_9,2019-06-16 03:32:39,0,网卡发送流量过高,node_66
1,SYS_9,2019-06-16 03:32:39,0,网卡发送流量过高,node_47
2,SYS_1,2019-06-16 03:32:40,0,网卡发送流量过高,node_58
3,SYS_4,2019-06-16 03:32:41,0,ping丢包率当前值为25%，持续2分钟平均大于20%,node_9
4,SYS_9,2019-06-16 03:32:43,0,网卡发送流量过高,node_22
5,SYS_9,2019-06-16 03:32:44,0,****请求延时大于5分钟,node_75
6,SYS_6,2019-06-16 03:32:44,0,Nginx80端口的连接数大于2000,node_25
7,SYS_8,2019-06-16 03:32:44,0,网卡接收流量过高,node_49
8,SYS_9,2019-06-16 03:32:45,0,FullGC平均耗时异常,node_44
9,SYS_8,2019-06-16 03:32:47,0,CPU利用率过高,node_95
10,SYS_2,2019-06-16 03:32:48,0,FullGC次数异常,node_91
11,SYS_9,2019-06-16 03:32:49,0,网卡发送流量过高,node_66
12,SYS_9,2019-06-16 03:32:49,0,网卡发送流量过高,node_47
13,SYS_3,2019-06-16 03:32:49,0,硬盘Slot00状态为Failed,node_3
14,SYS_5,2019-06-16 03:32:50,0,端口80通信异常,node_38
15,SYS_6,2019-06-16 03:32:50,0,网卡接收流量过高,node_32
16,SYS_1,2019-06-16 03:32:50,0,网卡发送流量过高,node_58
17,SYS_5,2019-06-16 03:32:51,0,堆内存平均使用率大于阈值,node_76
18,SYS_9,2019-06-16 03:32:53,0,网卡发送流量过高,node_22
19,SYS_9,2019-06-16 03:32:54,0,****请求延时大于5分钟,node_75
20,SYS_8,2019-06-16 03:32:56,0,ping延迟时间持续3分钟大于100ms,node_79
21,SYS_9,2019-06-16 03:32:59,0,网卡发送流量过高,node_66
22,SYS_5,2019-06-16 03:32:59,0,网卡接收流量过高,node_2
23,SYS_6,2019-06-16 03:33:00,0,网卡接收流量过高,node_32
24,SYS_1,2019-06-16 03:33:00,0,网卡发送流量过高,node_58
25,SYS_5,2019-06-16 03:33:01,0,堆内存平均使用率大于阈值,node_76
26,SYS_8,2019-06-16 03:33:02,0,网卡发送流量过高,node_10
27,SYS_5,2019-06-16 03:33:03,0,网卡发送流量过高,node_82
28,SYS_9,2019-06-16 03:33:04,0,****请求延时大于5分钟,node_75
29,SYS_3,2019-06-16 03:33:04,0,url8080访问失败,node_86
30,SYS_8,2019-06-16 03:33:04,0,网卡接收流量过高,node_49
31,SYS_9,2019-06-16 03:33:05,0,FullGC平均耗时异常,node_44
32,SYS_8,2019-06-16 03:33:06,0,ping延迟时间持续3分钟大于100ms,node_79
33,SYS_2,2019-06-16 03:33:07,0,****请求延时大于5分钟,node_7
34,SYS_8,2019-06-16 03:33:07,0,CPU利用率过高,node_95
35,SYS_7,2019-06-16 03:33:08,0,分区剩余空间小于阀值10%,node_53
36,SYS_9,2019-06-16 03:33:09,0,网卡发送流量过高,node_66
37,SYS_1,2019-06-16 03:33:10,0,网卡发送流量过高,node_58
38,SYS_5,2019-06-16 03:33:11,0,堆内存平均使用率大于阈值,node_76
39,SYS_4,2019-06-16 03:33:12,0,HTTP:http慢响应,node_5
40,SYS_9,2019-06-16 03:33:13,0,网卡发送流量过高,node_22
41,SYS_9,2019-06-16 03:33:13,0,日志产生ERROR信息,node_92
42,SYS_4,2019-06-16 03:33:13,0,ping丢包率当前值为25%，持续2分钟平均大于20%,node_72
43,SYS_9,2019-06-16 03:33:14,0,****请求延时大于5分钟,node_75
44,SYS_8,2019-06-16 03:33:14,0,堆内存平均使用率大于阈值,node_87
45,SYS_6,2019-06-16 03:33:15,0,网卡接收流量过高,node_67
46,SYS_1,2019-06-16 03:33:16,0,网卡发送流量过高,node_0
47,SYS_8,2019-06-16 03:33:16,0,ping延迟时间持续3分钟大于100ms,node_79
48,SYS_10,2019-06-16 03:33:17,0,日志中有OutOfMemoryError信息,node_29
49,SYS_5,2019-06-16 03:33:18,0,网卡接收流量过高,node_26
50,SYS_2,2019-06-16 03:33:18,0,FullGC次数异常,node_91
51,SYS_9,2019-06-16 03:33:19,0,网卡发送流量过高,node_66
52,SYS_3,2019-06-16 03:33:19,0,硬盘Slot00状态为Failed,node_3
53,SYS_1,2019-06-16 03:33:20,0,网卡发送流量过高,node_58
54,SYS_5,2019-06-16 03:33:21,0,堆内存平均使用率大于阈值,node_76
55,SYS_9,2019-06-16 03:33:23,0,网卡发送流量过高,node_22
56,SYS_9,2019-06-16 03:33:23,0,空闲交换空间小于50%,node_78
57,SYS_9,2019-06-16 03:33:24,0,****请求延时大于5分钟,node_75
58,SYS_8,2019-06-16 03:33:24,0,网卡接收流量过高,node_49
59,SYS_1,2019-06-16 03:33:26,0,网卡接收流量过高,node_17
60,SYS_2,2019-06-16 03:33:27,0,****请求延时大于5分钟,node_7
61,SYS_2,2019-06-16 03:33:28,0,FullGC次数异常,node_91
62,SYS_1,2019-06-16 03:33:29,0,网卡接收流量过高,node_83
63,SYS_9,2019-06-16 03:33:29,0,网卡发送流量过高,node_66
64,SYS_4,2019-06-16 03:33:31,0,堆内存平均使用率大于阈值,node_81
65,SYS_4,2019-06-16 03:33:32,0,HTTP:http慢响应,node_5
66,SYS_9,2019-06-16 03:33:33,0,网卡发送流量过高,node_22
67,SYS_3,2019-06-16 03:33:34,0,url8080访问失败,node_86
68,SYS_2,2019-06-16 03:33:37,0,****请求延时大于5分钟,node_7
69,SYS_2,2019-06-16 03:33:38,0,FullGC次数异常,node_91
70,SYS_9,2019-06-16 03:33:39,0,网卡发送流量过高,node_47
71,SYS_1,2019-06-16 03:33:39,0,网卡接收流量过高,node_83
72,SYS_1,2019-06-16 03:33:40,0,网卡发送流量过高,node_58
73,SYS_4,2019-06-16 03:33:41,0,堆内存平均使用率大于阈值,node_81
74,SYS_4,2019-06-16 03:33:42,0,HTTP:http慢响应,node_5
75,SYS_5,2019-06-16 03:33:43,0,网卡发送流量过高,node_82
76,SYS_8,2019-06-16 03:33:44,0,网卡接收流量过高,node_49
77,SYS_9,2019-06-16 03:33:44,0,****请求延时大于5分钟,node_75
78,SYS_3,2019-06-16 03:33:44,0,url8080访问失败,node_86
79,SYS_9,2019-06-16 03:33:45,0,FullGC平均耗时异常,node_44
80,SYS_8,2019-06-16 03:33:46,0,端口80通信异常,node_41
81,SYS_8,2019-06-16 03:33:46,0,ping延迟时间持续3分钟大于100ms,node_79
82,SYS_8,2019-06-16 03:33:47,0,CPU利用率过高,node_95
83,SYS_2,2019-06-16 03:33:48,0,FullGC次数异常,node_91
84,SYS_5,2019-06-16 03:33:49,0,网卡接收流量过高,node_2
85,SYS_1,2019-06-16 03:33:50,0,网卡发送流量过高,node_58
86,SYS_4,2019-06-16 03:33:51,0,堆内存平均使用率大于阈值,node_81
87,SYS_5,2019-06-16 03:33:53,0,网卡发送流量过高,node_82
88,SYS_9,2019-06-16 03:33:53,0,日志产生ERROR信息,node_92
89,SYS_8,2019-06-16 03:33:54,0,网卡接收流量过高,node_49
90,SYS_9,2019-06-16 03:33:54,0,****请求延时大于5分钟,node_75
