,sysEname,time,is_root,trigger,node
0,SYS_10,2019-06-12 18:26:46,0,FullGC次数异常,node_42
1,SYS_9,2019-06-12 18:26:46,0,FullGC平均耗时异常,node_16
2,SYS_4,2019-06-12 18:26:53,0,**application停止运行,node_9
3,SYS_3,2019-06-12 18:26:53,0,堆内存平均使用率大于阈值,node_86
4,SYS_9,2019-06-12 18:26:54,0,I/O等待负载持续15分钟超过10%,node_75
5,SYS_1,2019-06-12 18:26:54,0,堆内存平均使用率大于阈值,node_50
6,SYS_2,2019-06-12 18:26:54,0,****请求延时大于5分钟,node_18
7,SYS_2,2019-06-12 18:26:55,0,网卡发送流量过高,node_37
8,SYS_7,2019-06-12 18:26:55,0,日志中有OutOfMemoryError信息,node_89
9,SYS_10,2019-06-12 18:26:56,0,堆内存平均使用率大于阈值,node_90
10,SYS_10,2019-06-12 18:26:56,0,FullGC次数异常,node_42
11,SYS_7,2019-06-12 18:26:57,0,日志产生ERROR信息,node_51
12,SYS_4,2019-06-12 18:27:00,0,**application停止运行,node_13
13,SYS_2,2019-06-12 18:27:01,0,JBOSS8080端口的连接数大于400,node_91
14,SYS_3,2019-06-12 18:27:03,0,堆内存平均使用率大于阈值,node_86
15,SYS_9,2019-06-12 18:27:04,0,I/O等待负载持续15分钟超过10%,node_75
16,SYS_10,2019-06-12 18:27:06,0,FullGC次数异常,node_42
17,SYS_10,2019-06-12 18:27:06,0,堆内存平均使用率大于阈值,node_90
18,SYS_7,2019-06-12 18:27:07,0,日志产生ERROR信息,node_51
19,SYS_4,2019-06-12 18:27:08,0,日志中有OutOfMemoryError信息,node_69
20,SYS_4,2019-06-12 18:27:10,0,**application停止运行,node_13
21,SYS_6,2019-06-12 18:27:10,0,I/O等待负载持续15分钟超过10%,node_25
22,SYS_1,2019-06-12 18:27:10,0,I/O等待负载大于50%,node_83
23,SYS_9,2019-06-12 18:27:12,0,**application停止运行,node_66
24,SYS_3,2019-06-12 18:27:13,0,堆内存平均使用率大于阈值,node_86
25,SYS_1,2019-06-12 18:27:14,0,I/O等待负载大于50%,node_93
26,SYS_1,2019-06-12 18:27:14,0,堆内存平均使用率大于阈值,node_50
27,SYS_9,2019-06-12 18:27:15,0,网卡接收流量过高,node_47
28,SYS_2,2019-06-12 18:27:15,0,网卡发送流量过高,node_37
29,SYS_7,2019-06-12 18:27:15,0,端口80通信异常,node_63
30,SYS_10,2019-06-12 18:27:16,0,堆内存平均使用率大于阈值,node_90
31,SYS_8,2019-06-12 18:27:16,0,分区剩余空间小于阀值10%,node_95
32,SYS_10,2019-06-12 18:27:16,0,FullGC次数异常,node_42
33,SYS_1,2019-06-12 18:27:16,0,url8080访问失败,node_73
34,SYS_10,2019-06-12 18:27:20,0,HTTP:http慢响应,node_40
35,SYS_1,2019-06-12 18:27:20,0,I/O等待负载大于50%,node_83
36,SYS_6,2019-06-12 18:27:20,0,I/O等待负载持续15分钟超过10%,node_25
37,SYS_2,2019-06-12 18:27:24,0,****请求延时大于5分钟,node_18
38,SYS_9,2019-06-12 18:27:24,0,I/O等待负载持续15分钟超过10%,node_75
39,SYS_1,2019-06-12 18:27:24,0,堆内存平均使用率大于阈值,node_50
40,SYS_2,2019-06-12 18:27:25,0,网卡接收流量过高,node_21
41,SYS_10,2019-06-12 18:27:26,0,FullGC次数异常,node_42
42,SYS_9,2019-06-12 18:27:32,0,**application停止运行,node_66
43,SYS_9,2019-06-12 18:27:33,0,日志产生ERROR信息,node_12
44,SYS_9,2019-06-12 18:27:34,0,I/O等待负载持续15分钟超过10%,node_75
45,SYS_9,2019-06-12 18:27:35,0,网卡接收流量过高,node_47
46,SYS_8,2019-06-12 18:27:35,0,网卡接收流量过高,node_49
47,SYS_8,2019-06-12 18:27:36,0,日志中有Noroutetohost信息,node_41
48,SYS_6,2019-06-12 18:27:40,0,I/O等待负载持续15分钟超过10%,node_25
49,SYS_5,2019-06-12 18:27:40,0,网卡发送流量过高,node_82
50,SYS_5,2019-06-12 18:27:41,0,JBOSS8080端口的连接数大于400,node_60
51,SYS_9,2019-06-12 18:27:43,0,日志产生ERROR信息,node_12
52,SYS_1,2019-06-12 18:27:44,0,日志报错:无法获取连接,node_0
53,SYS_1,2019-06-12 18:27:44,0,I/O等待负载大于50%,node_93
54,SYS_1,2019-06-12 18:27:44,0,堆内存平均使用率大于阈值,node_50
55,SYS_2,2019-06-12 18:27:44,0,****请求延时大于5分钟,node_18
56,SYS_2,2019-06-12 18:27:45,0,网卡接收流量过高,node_21
57,SYS_8,2019-06-12 18:27:45,0,网卡接收流量过高,node_49
58,SYS_9,2019-06-12 18:27:45,0,网卡接收流量过高,node_47
59,SYS_7,2019-06-12 18:27:47,0,端口80通信异常,node_24
60,SYS_3,2019-06-12 18:27:48,0,网卡接收流量过高,node_97
61,SYS_8,2019-06-12 18:27:50,0,日志报错:无法获取连接,node_71
62,SYS_4,2019-06-12 18:27:53,0,**application停止运行,node_9
63,SYS_3,2019-06-12 18:27:53,0,I/O等待负载持续15分钟超过10%,node_57
64,SYS_4,2019-06-12 18:27:53,0,网卡接收流量过高,node_5
65,SYS_1,2019-06-12 18:27:54,0,堆内存平均使用率大于阈值,node_50
66,SYS_1,2019-06-12 18:27:54,0,I/O等待负载大于50%,node_93
67,SYS_9,2019-06-12 18:27:54,0,I/O等待负载持续15分钟超过10%,node_75
68,SYS_2,2019-06-12 18:27:55,0,网卡发送流量过高,node_37
69,SYS_10,2019-06-12 18:27:56,0,堆内存平均使用率大于阈值,node_90
70,SYS_10,2019-06-12 18:27:56,0,FullGC次数异常,node_42
71,SYS_3,2019-06-12 18:27:57,0,****请求延时大于5分钟,node_39
72,SYS_4,2019-06-12 18:27:58,0,日志中有OutOfMemoryError信息,node_69
73,SYS_4,2019-06-12 18:28:00,0,**application停止运行,node_13
74,SYS_1,2019-06-12 18:28:00,0,I/O等待负载大于50%,node_83
75,SYS_1,2019-06-12 18:28:00,0,端口6060通信异常,node_58
76,SYS_4,2019-06-12 18:28:02,0,CPU利用率过高,node_77
77,SYS_9,2019-06-12 18:28:02,0,**application停止运行,node_66
78,SYS_5,2019-06-12 18:28:02,0,JBOSS8080端口的连接数大于400,node_14
79,SYS_3,2019-06-12 18:28:03,0,堆内存平均使用率大于阈值,node_86
80,SYS_9,2019-06-12 18:28:04,0,I/O等待负载持续15分钟超过10%,node_75
81,SYS_9,2019-06-12 18:28:05,0,网卡接收流量过高,node_47
82,SYS_2,2019-06-12 18:28:05,0,网卡发送流量过高,node_37
83,SYS_10,2019-06-12 18:28:06,0,堆内存平均使用率大于阈值,node_90
