,sysEname,time,is_root,trigger,node
0,SYS_6,2019-06-15 16:41:45,0,日志产生ERROR信息,node_35
1,SYS_8,2019-06-15 16:41:47,0,ping延迟时间持续3分钟大于100ms,node_43
2,SYS_3,2019-06-15 16:41:49,0,空闲交换空间小于50%,node_57
3,SYS_1,2019-06-15 16:41:51,0,FullGC次数异常,node_17
4,SYS_10,2019-06-15 16:41:51,0,JBOSS8080端口的连接数大于400,node_11
5,SYS_4,2019-06-15 16:41:53,0,堆内存平均使用率大于阈值,node_69
6,SYS_7,2019-06-15 16:41:54,0,HTTP:http慢响应,node_51
7,SYS_6,2019-06-15 16:41:55,0,日志中有Noroutetohost信息,node_32
8,SYS_10,2019-06-15 16:41:55,0,网卡发送流量过高,node_64
9,SYS_6,2019-06-15 16:41:56,0,FullGC平均耗时异常,node_56
10,SYS_5,2019-06-15 16:41:57,0,ping丢包率当前值为25%，持续2分钟平均大于20%,node_2
11,SYS_9,2019-06-15 16:42:00,0,FullGC次数异常,node_68
12,SYS_10,2019-06-15 16:42:01,0,JBOSS8080端口的连接数大于400,node_11
13,SYS_9,2019-06-15 16:42:03,0,网卡接收流量过高,node_16
14,SYS_7,2019-06-15 16:42:04,0,HTTP:http慢响应,node_51
15,SYS_2,2019-06-15 16:42:04,0,网卡发送流量过高,node_45
16,SYS_6,2019-06-15 16:42:05,0,日志中有Noroutetohost信息,node_32
17,SYS_6,2019-06-15 16:42:06,0,FullGC平均耗时异常,node_56
18,SYS_3,2019-06-15 16:42:09,0,空闲交换空间小于50%,node_57
19,SYS_9,2019-06-15 16:42:10,0,FullGC次数异常,node_68
20,SYS_8,2019-06-15 16:42:10,0,日志产生ERROR信息,node_87
21,SYS_9,2019-06-15 16:42:10,0,端口6060通信异常,node_78
22,SYS_10,2019-06-15 16:42:11,0,JBOSS8080端口的连接数大于400,node_11
23,SYS_6,2019-06-15 16:42:11,0,url80//访问失败,node_67
24,SYS_5,2019-06-15 16:42:12,0,日志报错:无法获取连接,node_26
25,SYS_7,2019-06-15 16:42:12,0,堆内存平均使用率大于阈值,node_63
26,SYS_4,2019-06-15 16:42:13,0,"ping丢包率100%,服务器宕机",node_36
27,SYS_7,2019-06-15 16:42:14,0,HTTP:http慢响应,node_51
28,SYS_6,2019-06-15 16:42:15,0,日志中有Noroutetohost信息,node_32
29,SYS_10,2019-06-15 16:42:15,0,网卡发送流量过高,node_64
30,SYS_6,2019-06-15 16:42:15,0,日志产生ERROR信息,node_35
31,SYS_8,2019-06-15 16:42:17,0,ping延迟时间持续3分钟大于100ms,node_43
32,SYS_9,2019-06-15 16:42:20,0,FullGC次数异常,node_68
33,SYS_1,2019-06-15 16:42:20,0,CPUStealTime持续5分钟超过10%,node_58
34,SYS_6,2019-06-15 16:42:20,0,堆内存平均使用率大于阈值,node_1
35,SYS_6,2019-06-15 16:42:21,0,url80//访问失败,node_67
36,SYS_2,2019-06-15 16:42:21,0,日志报错:无法获取连接,node_37
37,SYS_7,2019-06-15 16:42:22,0,堆内存平均使用率大于阈值,node_63
38,SYS_10,2019-06-15 16:42:23,0,CPUStealTime持续5分钟超过10%,node_42
39,SYS_2,2019-06-15 16:42:24,0,网卡发送流量过高,node_45
40,SYS_6,2019-06-15 16:42:24,0,JBOSS8080端口的连接数大于400,node_59
41,SYS_10,2019-06-15 16:42:25,0,网卡发送流量过高,node_64
42,SYS_5,2019-06-15 16:42:27,0,ping丢包率当前值为25%，持续2分钟平均大于20%,node_2
43,SYS_3,2019-06-15 16:42:29,0,空闲交换空间小于50%,node_57
