,sysEname,time,is_root,trigger,node
0,SYS_7,2019-06-03 10:40:41,0,日志中有OutOfMemoryError信息,node_63
1,SYS_5,2019-06-03 10:40:42,0,ping丢包率当前值为25%，持续2分钟平均大于20%,node_82
2,SYS_8,2019-06-03 10:40:45,0,分区剩余空间小于阀值10%,node_10
3,SYS_1,2019-06-03 10:40:46,0,网卡发送流量过高,node_33
4,SYS_4,2019-06-03 10:40:48,0,分区剩余空间小于阀值10%,node_34
5,SYS_10,2019-06-03 10:40:49,0,网卡发送流量过高,node_96
6,SYS_5,2019-06-03 10:40:52,0,****请求延时大于5分钟,node_14
7,SYS_10,2019-06-03 10:40:52,0,CPU利用率过高,node_90
8,SYS_3,2019-06-03 10:40:52,0,网卡接收流量过高,node_57
9,SYS_9,2019-06-03 10:40:55,0,I/O等待负载持续15分钟超过10%,node_44
10,SYS_5,2019-06-03 10:40:56,0,日志产生ERROR信息,node_74
11,SYS_2,2019-06-03 10:40:56,0,ping延迟时间持续3分钟大于100ms,node_30
12,SYS_1,2019-06-03 10:40:56,0,网卡发送流量过高,node_33
13,SYS_3,2019-06-03 10:40:56,0,FullGC平均耗时异常,node_20
14,SYS_1,2019-06-03 10:40:57,0,网卡发送流量过高,node_0
15,SYS_6,2019-06-03 10:40:59,0,****请求延时大于5分钟,node_98
16,SYS_4,2019-06-03 10:41:00,0,日志中有OutOfMemoryError信息,node_77
17,SYS_7,2019-06-03 10:41:01,0,日志中有OutOfMemoryError信息,node_63
18,SYS_7,2019-06-03 10:41:01,0,url80//访问失败,node_23
19,SYS_7,2019-06-03 10:41:01,0,网卡接收流量过高,node_89
20,SYS_5,2019-06-03 10:41:02,0,****请求延时大于5分钟,node_14
21,SYS_10,2019-06-03 10:41:02,0,CPU利用率过高,node_90
22,SYS_9,2019-06-03 10:41:05,0,I/O等待负载持续15分钟超过10%,node_44
23,SYS_2,2019-06-03 10:41:06,0,ping延迟时间持续3分钟大于100ms,node_30
24,SYS_1,2019-06-03 10:41:07,0,网卡发送流量过高,node_0
25,SYS_10,2019-06-03 10:41:09,0,网卡发送流量过高,node_96
26,SYS_9,2019-06-03 10:41:10,0,I/O等待负载大于50%,node_78
27,SYS_7,2019-06-03 10:41:11,0,日志中有OutOfMemoryError信息,node_63
28,SYS_7,2019-06-03 10:41:11,0,网卡接收流量过高,node_89
29,SYS_1,2019-06-03 10:41:11,0,堆内存平均使用率大于阈值,node_31
30,SYS_3,2019-06-03 10:41:12,0,网卡接收流量过高,node_57
31,SYS_6,2019-06-03 10:41:14,0,空闲交换空间小于50%,node_56
32,SYS_9,2019-06-03 10:41:15,0,I/O等待负载持续15分钟超过10%,node_44
33,SYS_8,2019-06-03 10:41:15,0,分区剩余空间小于阀值10%,node_10
34,SYS_1,2019-06-03 10:41:16,0,网卡发送流量过高,node_33
35,SYS_9,2019-06-03 10:41:16,0,CPU利用率过高,node_12
36,SYS_10,2019-06-03 10:41:19,0,网卡发送流量过高,node_96
37,SYS_1,2019-06-03 10:41:20,0,硬盘Slot00状态为Failed,node_58
38,SYS_9,2019-06-03 10:41:25,0,I/O等待负载持续15分钟超过10%,node_44
39,SYS_1,2019-06-03 10:41:26,0,网卡发送流量过高,node_33
40,SYS_1,2019-06-03 10:41:27,0,网卡发送流量过高,node_0
41,SYS_4,2019-06-03 10:41:28,0,分区剩余空间小于阀值10%,node_34
42,SYS_10,2019-06-03 10:41:29,0,网卡发送流量过高,node_96
43,SYS_4,2019-06-03 10:41:30,0,日志中有OutOfMemoryError信息,node_77
44,SYS_9,2019-06-03 10:41:30,0,I/O等待负载大于50%,node_78
45,SYS_10,2019-06-03 10:41:31,0,"ping丢包率100%,服务器宕机",node_11
46,SYS_5,2019-06-03 10:41:32,0,****请求延时大于5分钟,node_14
47,SYS_8,2019-06-03 10:41:35,0,分区剩余空间小于阀值10%,node_10
48,SYS_3,2019-06-03 10:41:36,0,FullGC平均耗时异常,node_20
49,SYS_1,2019-06-03 10:41:36,0,网卡发送流量过高,node_33
50,SYS_10,2019-06-03 10:41:39,0,网卡发送流量过高,node_96
51,SYS_4,2019-06-03 10:41:40,0,日志中有OutOfMemoryError信息,node_77
52,SYS_5,2019-06-03 10:41:42,0,****请求延时大于5分钟,node_14
53,SYS_10,2019-06-03 10:41:44,0,I/O等待负载持续15分钟超过10%,node_29
