,sysEname,time,is_root,trigger,node
0,SYS_8,2019-06-03 01:27:10,0,FullGC次数异常,node_49
1,SYS_2,2019-06-03 01:27:12,0,日志产生ERROR信息,node_18
2,SYS_3,2019-06-03 01:27:14,0,日志产生ERROR信息,node_94
3,SYS_2,2019-06-03 01:27:14,0,FullGC次数异常,node_99
4,SYS_3,2019-06-03 01:27:14,0,网卡发送流量过高,node_3
5,SYS_6,2019-06-03 01:27:15,0,日志报错:无法获取连接,node_59
6,SYS_2,2019-06-03 01:27:16,0,磁盘I/O异常,node_55
7,SYS_7,2019-06-03 01:27:18,0,I/O等待负载持续15分钟超过10%,node_63
8,SYS_9,2019-06-03 01:27:19,0,网卡发送流量过高,node_44
9,SYS_5,2019-06-03 01:27:21,0,端口6060通信异常,node_38
10,SYS_5,2019-06-03 01:27:22,0,日志中有Noroutetohost信息,node_26
11,SYS_1,2019-06-03 01:27:22,0,Nginx80端口的连接数大于2000,node_83
12,SYS_3,2019-06-03 01:27:24,0,日志产生ERROR信息,node_94
13,SYS_1,2019-06-03 01:27:24,0,网卡接收流量过高,node_50
14,SYS_1,2019-06-03 01:27:24,0,网卡接收流量过高,node_31
15,SYS_10,2019-06-03 01:27:27,0,网卡接收流量过高,node_52
16,SYS_4,2019-06-03 01:27:27,0,硬盘Slot00状态为Failed,node_69
17,SYS_1,2019-06-03 01:27:27,0,****请求延时大于5分钟,node_0
18,SYS_7,2019-06-03 01:27:28,0,I/O等待负载持续15分钟超过10%,node_63
19,SYS_5,2019-06-03 01:27:28,0,硬盘Slot00状态为Failed,node_2
20,SYS_5,2019-06-03 01:27:29,0,HTTP:http慢响应,node_6
21,SYS_9,2019-06-03 01:27:29,0,网卡发送流量过高,node_44
22,SYS_5,2019-06-03 01:27:32,0,日志中有Noroutetohost信息,node_26
23,SYS_7,2019-06-03 01:27:33,0,JBOSS8080端口的连接数大于400,node_23
24,SYS_8,2019-06-03 01:27:34,0,I/O等待负载持续15分钟超过10%,node_43
25,SYS_1,2019-06-03 01:27:34,0,网卡接收流量过高,node_50
26,SYS_2,2019-06-03 01:27:34,0,FullGC次数异常,node_99
27,SYS_3,2019-06-03 01:27:34,0,网卡发送流量过高,node_3
28,SYS_3,2019-06-03 01:27:35,0,CPU利用率过高,node_86
29,SYS_9,2019-06-03 01:27:35,0,日志产生ERROR信息,node_66
30,SYS_3,2019-06-03 01:27:36,0,日志中有Noroutetohost信息,node_57
31,SYS_10,2019-06-03 01:27:37,0,网卡接收流量过高,node_52
32,SYS_1,2019-06-03 01:27:38,0,CPUStealTime持续5分钟超过10%,node_73
33,SYS_9,2019-06-03 01:27:39,0,网卡发送流量过高,node_44
34,SYS_8,2019-06-03 01:27:39,0,日志中有OutOfMemoryError信息,node_95
