,sysEname,time,is_root,trigger,node
0,SYS_4,2019-06-08 21:12:54,0,****请求延时大于5分钟,node_72
1,SYS_7,2019-06-08 21:12:56,0,**application停止运行,node_54
2,SYS_5,2019-06-08 21:12:58,0,****请求延时大于5分钟,node_14
3,SYS_9,2019-06-08 21:13:00,0,FullGC次数异常,node_68
4,SYS_8,2019-06-08 21:13:01,0,****请求延时大于5分钟,node_84
5,SYS_8,2019-06-08 21:13:04,0,网卡接收流量过高,node_41
6,SYS_3,2019-06-08 21:13:07,0,CPU利用率过高,node_20
7,SYS_5,2019-06-08 21:13:08,0,****请求延时大于5分钟,node_14
8,SYS_3,2019-06-08 21:13:08,0,CPU利用率过高,node_28
9,SYS_1,2019-06-08 21:13:11,0,端口80通信异常,node_15
10,SYS_8,2019-06-08 21:13:11,0,****请求延时大于5分钟,node_84
11,SYS_1,2019-06-08 21:13:11,0,网卡接收流量过高,node_50
12,SYS_4,2019-06-08 21:13:12,0,ping延迟时间持续3分钟大于100ms,node_5
13,SYS_9,2019-06-08 21:13:13,0,"ping丢包率100%,服务器宕机",node_66
14,SYS_8,2019-06-08 21:13:14,0,网卡接收流量过高,node_41
15,SYS_3,2019-06-08 21:13:15,0,网卡接收流量过高,node_39
16,SYS_10,2019-06-08 21:13:15,0,网卡发送流量过高,node_96
17,SYS_4,2019-06-08 21:13:15,0,I/O等待负载大于50%,node_27
18,SYS_9,2019-06-08 21:13:18,0,网卡发送流量过高,node_44
19,SYS_5,2019-06-08 21:13:18,0,****请求延时大于5分钟,node_14
20,SYS_9,2019-06-08 21:13:20,0,FullGC次数异常,node_68
21,SYS_7,2019-06-08 21:13:20,0,网卡接收流量过高,node_63
22,SYS_2,2019-06-08 21:13:22,0,CPUStealTime持续5分钟超过10%,node_99
23,SYS_4,2019-06-08 21:13:23,0,堆内存平均使用率大于阈值,node_9
24,SYS_10,2019-06-08 21:13:23,0,空闲交换空间小于50%,node_11
25,SYS_4,2019-06-08 21:13:25,0,I/O等待负载大于50%,node_27
26,SYS_1,2019-06-08 21:13:26,0,日志中有Noroutetohost信息,node_83
27,SYS_9,2019-06-08 21:13:28,0,网卡发送流量过高,node_44
28,SYS_5,2019-06-08 21:13:30,0,分区剩余空间小于阀值10%,node_60
29,SYS_7,2019-06-08 21:13:30,0,网卡接收流量过高,node_63
30,SYS_1,2019-06-08 21:13:31,0,网卡接收流量过高,node_50
31,SYS_8,2019-06-08 21:13:31,0,****请求延时大于5分钟,node_84
32,SYS_7,2019-06-08 21:13:31,0,日志产生ERROR信息,node_24
33,SYS_4,2019-06-08 21:13:32,0,ping延迟时间持续3分钟大于100ms,node_5
34,SYS_6,2019-06-08 21:13:33,0,网卡接收流量过高,node_56
35,SYS_10,2019-06-08 21:13:33,0,空闲交换空间小于50%,node_11
36,SYS_8,2019-06-08 21:13:33,0,FullGC平均耗时异常,node_10
37,SYS_4,2019-06-08 21:13:34,0,****请求延时大于5分钟,node_72
38,SYS_8,2019-06-08 21:13:34,0,网卡接收流量过高,node_41
