,sysEname,time,is_root,trigger,node
0,SYS_4,2019-06-09 05:28:13,0,网卡流量unknown,node_77
1,SYS_3,2019-06-09 05:28:14,0,FullGC次数异常,node_3
2,SYS_2,2019-06-09 05:28:20,0,FullGC平均耗时异常,node_7
3,SYS_7,2019-06-09 05:28:20,0,CPUStealTime持续5分钟超过10%,node_89
4,SYS_5,2019-06-09 05:28:22,0,JBOSS8080端口的连接数大于400,node_14
5,SYS_10,2019-06-09 05:28:22,0,日志中有OutOfMemoryError信息,node_96
6,SYS_10,2019-06-09 05:28:26,0,日志产生ERROR信息,node_29
7,SYS_1,2019-06-09 05:28:27,0,ping延迟时间持续3分钟大于100ms,node_33
8,SYS_1,2019-06-09 05:28:27,0,I/O等待负载持续15分钟超过10%,node_4
9,SYS_10,2019-06-09 05:28:28,0,网卡发送流量过高,node_42
10,SYS_1,2019-06-09 05:28:28,1,端口80通信异常,node_93
11,SYS_7,2019-06-09 05:28:30,0,CPUStealTime持续5分钟超过10%,node_89
12,SYS_2,2019-06-09 05:28:31,0,CPU利用率过高,node_18
13,SYS_10,2019-06-09 05:28:31,0,网卡发送流量过高,node_11
14,SYS_8,2019-06-09 05:28:31,0,日志报错:无法获取连接,node_10
15,SYS_1,2019-06-09 05:28:31,0,I/O等待负载大于50%,node_4
16,SYS_2,2019-06-09 05:28:35,0,FullGC平均耗时异常,node_8
17,SYS_10,2019-06-09 05:28:36,0,日志产生ERROR信息,node_29
18,SYS_1,2019-06-09 05:28:37,0,ping延迟时间持续3分钟大于100ms,node_33
19,SYS_1,2019-06-09 05:28:37,0,I/O等待负载持续15分钟超过10%,node_4
20,SYS_6,2019-06-09 05:28:37,0,日志产生ERROR信息,node_56
21,SYS_1,2019-06-09 05:28:38,1,端口80通信异常,node_93
22,SYS_1,2019-06-09 05:28:39,0,"ping丢包率100%,服务器宕机",node_93
23,SYS_10,2019-06-09 05:28:41,0,网卡发送流量过高,node_11
24,SYS_5,2019-06-09 05:28:42,0,JBOSS8080端口的连接数大于400,node_14
25,SYS_1,2019-06-09 05:28:42,0,I/O等待负载大于50%,node_50
26,SYS_1,2019-06-09 05:28:42,0,I/O等待负载持续15分钟超过10%,node_58
27,SYS_1,2019-06-09 05:28:42,0,I/O等待负载大于50%,node_0
28,SYS_9,2019-06-09 05:28:44,0,日志产生ERROR信息,node_44
29,SYS_5,2019-06-09 05:28:45,0,ping丢包率当前值为25%，持续2分钟平均大于20%,node_74
30,SYS_9,2019-06-09 05:28:47,0,网卡接收流量过高,node_66
31,SYS_1,2019-06-09 05:28:47,0,**application停止运行,node_50
32,SYS_7,2019-06-09 05:28:47,0,CPU利用率过高,node_61
33,SYS_10,2019-06-09 05:28:48,0,网卡发送流量过高,node_42
34,SYS_1,2019-06-09 05:28:49,0,"ping丢包率100%,服务器宕机",node_93
35,SYS_7,2019-06-09 05:28:51,0,端口6060通信异常,node_23
36,SYS_10,2019-06-09 05:28:51,0,网卡发送流量过高,node_11
37,SYS_1,2019-06-09 05:28:51,0,I/O等待负载大于50%,node_4
38,SYS_2,2019-06-09 05:28:51,0,CPU利用率过高,node_18
39,SYS_3,2019-06-09 05:28:53,0,CPU利用率过高,node_94
40,SYS_2,2019-06-09 05:28:55,0,端口80通信异常,node_99
41,SYS_1,2019-06-09 05:28:57,0,I/O等待负载持续15分钟超过10%,node_4
42,SYS_6,2019-06-09 05:28:57,0,日志产生ERROR信息,node_56
43,SYS_1,2019-06-09 05:28:57,0,ping延迟时间持续3分钟大于100ms,node_33
44,SYS_1,2019-06-09 05:28:58,0,端口80通信异常,node_83
45,SYS_10,2019-06-09 05:28:58,0,网卡发送流量过高,node_42
46,SYS_6,2019-06-09 05:28:59,0,网卡发送流量过高,node_32
47,SYS_8,2019-06-09 05:29:01,0,日志报错:无法获取连接,node_10
48,SYS_1,2019-06-09 05:29:02,0,I/O等待负载大于50%,node_0
49,SYS_5,2019-06-09 05:29:02,0,JBOSS8080端口的连接数大于400,node_14
50,SYS_1,2019-06-09 05:29:02,0,I/O等待负载大于50%,node_50
51,SYS_1,2019-06-09 05:29:02,0,I/O等待负载持续15分钟超过10%,node_58
52,SYS_4,2019-06-09 05:29:05,0,url8080访问失败,node_9
53,SYS_5,2019-06-09 05:29:05,0,ping丢包率当前值为25%，持续2分钟平均大于20%,node_74
54,SYS_4,2019-06-09 05:29:07,0,硬盘Slot00状态为Failed,node_62
55,SYS_7,2019-06-09 05:29:07,0,CPU利用率过高,node_61
56,SYS_1,2019-06-09 05:29:07,0,I/O等待负载持续15分钟超过10%,node_4
